year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,latitude,longitude,school_id
"2019","240048001446","A. Mario Loiederman Middle","MD","Montgomery County Public Schools","Middle","Regular school","No","39.0652","-77.0708","01446"
"2019","240009000143","Abbottston Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","39.325","-76.5994","00143"
"2019","240039000679","Aberdeen High","MD","Harford County Public Schools","High","Regular school","No","39.5163","-76.1711","00679"
"2019","240039000678","Aberdeen Middle","MD","Harford County Public Schools","Middle","Regular school","No","39.5155","-76.1648","00678"
"2019","240039000162","Abingdon Elementary","MD","Harford County Public Schools","Primary","Regular school","No","39.4771","-76.3254","00162"
"2019","240009001381","Academy for College and Career Exploration","MD","Baltimore City Public Schools","High","Regular school","No","39.3308","-76.6378","01381"
"2019","240051001704","Academy of Health Sciences at PGCC","MD","Prince Georges County Public Schools","High","Regular school","No","38.886849","-76.830282","01704"
"2019","240036000662","Accident Elementary","MD","Garrett County Public Schools","Primary","Regular school","No","39.62634","-79.310801","00662"
"2019","240051001686","Accokeek Academy","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.68788","-76.978821","01686"
"2019","240009000236","Achievement Academy at Harbor City High","MD","Baltimore City Public Schools","High","Other/alternative school","No","39.366066","-76.571382","00236"
"2019","240051000965","Adelphi Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","39.0003","-76.974","00965"
"2019","240012000910","Afternoon Group Learning Centers","MD","Baltimore County Public Schools","Missing/not reported","Other/alternative school","No","39.39939","-76.606131","00910"
"2019","240009001661","Afya Public Charter School","MD","Baltimore City Public Schools","Middle","Regular school","Yes","39.324238","-76.572477","01661"
"2019","240048000773","Albert Einstein High","MD","Montgomery County Public Schools","High","Regular school","No","39.0391","-77.0673","00773"
"2019","240009000145","Alexander Hamilton Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","39.2976","-76.6658","00145"
"2019","240003000001","Allegany High","MD","Allegany County Public Schools","High","Regular school","No","39.655804","-78.795466","00001"
"2019","240051000966","Allenwood Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.803","-76.9302","00966"
"2019","240048001451","Alternative Programs","MD","Montgomery County Public Schools","High","Other/alternative school","No","39.095067","-77.12243","01451"
"2019","240051001683","Andrew Jackson Academy","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.840964","-76.908318","01683"
"2019","240006000035","Annapolis Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","38.976716","-76.487931","00035"
"2019","240006000037","Annapolis High","MD","Anne Arundel County Public Schools","High","Regular school","No","38.9745","-76.5656","00037"
"2019","240006000036","Annapolis Middle","MD","Anne Arundel County Public Schools","Middle","Regular school","No","38.958048","-76.511464","00036"
"2019","240051000865","Annapolis Road Academy","MD","Prince Georges County Public Schools","Secondary","Other/alternative school","No","38.9195","-76.7589","00865"
"2019","240006000899","Anne Arundel Evening High","MD","Anne Arundel County Public Schools","High","Other/alternative school","No","39.076619","-76.558282","00899"
"2019","240051000969","Apple Grove Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.7893","-76.9628","00969"
"2019","240042002949","Applications and Research Laboratory","MD","Howard County Public Schools","Ungraded","Other/alternative school","No","39.2352","-76.8925","02949"
"2019","240012000341","Arbutus Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","39.2478","-76.6968","00341"
"2019","240012000342","Arbutus Middle","MD","Baltimore County Public Schools","Middle","Regular school","No","39.2485","-76.7055","00342"
"2019","240048001643","Arcola Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.0456","-77.0395","01643"
"2019","240051000970","Ardmore Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.9341","-76.8466","00970"
"2019","240048000409","Argyle Middle","MD","Montgomery County Public Schools","Middle","Regular school","No","39.0894","-77.0488","00409"
"2019","240009000146","Arlington Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","39.35022","-76.684529","00146"
"2019","240009000147","Armistead Gardens Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","39.3048","-76.5527","00147"
"2019","240006000038","Arnold Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","39.034298","-76.504004","00038"
"2019","240051000971","Arrowhead Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.8572","-76.8428","00971"
"2019","240027000582","Arthur Middleton Elementary School","MD","Charles County Public Schools","Primary","Regular school","No","38.6026","-76.9219","00582"
"2019","240009000148","Arundel Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","39.251987","-76.628358","00148"
"2019","240006000040","Arundel High","MD","Anne Arundel County Public Schools","High","Regular school","No","39.0712","-76.682","00040"
"2019","240006000039","Arundel Middle","MD","Anne Arundel County Public Schools","Middle","Regular school","No","39.0717","-76.6861","00039"
"2019","240048000776","Ashburton Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.0195","-77.1276","00776"
"2019","240042000718","Atholton Elementary","MD","Howard County Public Schools","Primary","Regular school","No","39.1859","-76.8632","00718"
"2019","240042000719","Atholton High","MD","Howard County Public Schools","High","Regular school","No","39.1882","-76.8806","00719"
"2019","240009001387","Augusta Fells Savage Institute of Visual Arts","MD","Baltimore City Public Schools","High","Regular school","No","39.297083","-76.641328","01387"
"2019","240051000972","Avalon Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.79119","-76.942191","00972"
"2019","240051000973","Baden Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.660743","-76.770412","00973"
"2019","240024000556","Bainbridge Elementary","MD","Cecil County Public Schools","Primary","Regular school","No","39.606161","-76.074838","00556"
"2019","240039000680","Bakerfield Elementary","MD","Harford County Public Schools","Primary","Regular school","No","39.513216","-76.170673","00680"
"2019","240033090471","Ballenger Creek Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","39.3782","-77.4309","90471"
"2019","240033090446","Ballenger Creek Middle","MD","Frederick County Public Schools","Middle","Regular school","No","39.3858","-77.4411","90446"
"2019","240009000150","Baltimore City College","MD","Baltimore City Public Schools","High","Regular school","No","39.3258","-76.5971","00150"
"2019","240009001736","Baltimore Collegiate School for Boys","MD","Baltimore City Public Schools","Middle","Regular school","Yes","39.36671","-76.560541","01736"
"2019","240012001341","Baltimore County Home & Hospital","MD","Baltimore County Public Schools","Ungraded","Other/alternative school","No","39.39939","-76.606131","01341"
"2019","240009001703","Baltimore Design School","MD","Baltimore City Public Schools","High","Regular school","No","39.30722","-76.610928","01703"
"2019","240012000344","Baltimore Highlands Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","39.237088","-76.642129","00344"
"2019","240009001752","Baltimore International Academy West","MD","Baltimore City Public Schools","Primary","Regular school","Yes","39.298159","-76.692546","01752"
"2019","240009001631","Baltimore International Academy","MD","Baltimore City Public Schools","Primary","Regular school","Yes","39.33608","-76.548761","01631"
"2019","240009001682","Baltimore Leadership School for Young Women","MD","Baltimore City Public Schools","High","Regular school","Yes","39.295256","-76.618091","01682"
"2019","240009001657","Baltimore Montessori Public Charter School","MD","Baltimore City Public Schools","Primary","Regular school","Yes","39.308247","-76.612552","01657"
"2019","240009000151","Baltimore Polytechnic Institute","MD","Baltimore City Public Schools","High","Regular school","No","39.346","-76.6431","00151"
"2019","240009001391","Baltimore School for the Arts","MD","Baltimore City Public Schools","High","Regular school","No","39.2983","-76.6173","01391"
"2019","240009001733","Banneker Blake Academy of Arts and Sciences","MD","Baltimore City Public Schools","Missing/not reported","Regular school","Yes","39.348554","-76.60019","01733"
"2019","240048000779","Bannockburn Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","38.9744","-77.1378","00779"
"2019","240051001697","Barack Obama Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.83409","-76.786406","01697"
"2019","240066001674","Barbara Ingram School for the Arts","MD","Washingtion County Public Schools","High","Regular school","No","39.641801","-77.72093","01674"
"2019","240009000152","Barclay Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","39.3237","-76.6114","00152"
"2019","240009001735","Bard High School Early College","MD","Baltimore City Public Schools","High","Regular school","No","39.317956","-76.664359","01735"
"2019","240051000974","Barnaby Manor Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.8164","-76.9652","00974"
"2019","240015001655","Barstow Elementary","MD","Calvert County Public Schools","Primary","Regular school","No","38.540948","-76.610016","01655"
"2019","240012000345","Battle Grove Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","39.2687","-76.4752","00345"
"2019","240012000346","Battle Monument School","MD","Baltimore County Public Schools","Other","Special education school","No","39.2737","-76.4846","00346"
"2019","240024000557","Bay View Elementary","MD","Cecil County Public Schools","Primary","Regular school","No","39.6386","-75.9567","00557"
"2019","240009000154","Bay-Brook Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","39.225716","-76.598581","00154"
"2019","240048001747","Bayard Rustin Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.070338","-77.144005","01747"
"2019","240054000202","Bayside Elementary School","MD","Queen Annes County Public Schools","Primary","Regular school","No","38.982093","-76.307331","00202"
"2019","240012001711","BCDC Educational Center","MD","Baltimore County Public Schools","High","Other/alternative school","No","39.39944","-76.606073","01711"
"2019","240015000505","Beach Elementary","MD","Calvert County Public Schools","Primary","Regular school","No","38.6836","-76.5374","00505"
"2019","240051000975","Beacon Heights Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.958","-76.898","00975"
"2019","240048000947","Beall Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.087711","-77.161764","00947"
"2019","240003000003","Beall Elementary","MD","Allegany County Public Schools","Primary","Regular school","No","39.6543","-78.9318","00003"
"2019","240012000347","Bear Creek Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","39.2684","-76.4824","00347"
"2019","240069001298","Beaver Run School","MD","Wicomico County Public Schools","Primary","Regular school","No","38.377","-75.5201","01298"
"2019","240012000348","Bedford Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","39.3604","-76.7305","00348"
"2019","240009000155","Beechfield Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","39.2808","-76.6934","00155"
"2019","240039000681","Bel Air Elementary","MD","Harford County Public Schools","Primary","Regular school","No","39.5389","-76.3503","00681"
"2019","240003000005","Bel Air Elementary","MD","Allegany County Public Schools","Primary","Regular school","No","39.5788","-78.8537","00005"
"2019","240039000683","Bel Air High","MD","Harford County Public Schools","High","Regular school","No","39.531077","-76.348008","00683"
"2019","240039001397","Bel Air Middle","MD","Harford County Public Schools","Middle","Regular school","No","39.5274","-76.3445","01397"
"2019","240048000780","Bel Pre Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.081608","-77.054913","00780"
"2019","240006000043","Belle Grove Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","39.2295","-76.621431","00043"
"2019","240042001551","Bellows Spring Elementary","MD","Howard County Public Schools","Primary","Regular school","No","39.2041","-76.7865","01551"
"2019","240048000781","Bells Mill Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.032295","-77.168766","00781"
"2019","240048000782","Belmont Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.1786","-77.0667","00782"
"2019","240009000156","Belmont Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","39.3034","-76.671","00156"
"2019","240051000978","Beltsville Academy","MD","Prince Georges County Public Schools","Primary","Regular school","No","39.038557","-76.918498","00978"
"2019","240006000044","Belvedere Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","39.0588","-76.5025","00044"
"2019","240006000045","Benfield Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","39.0853","-76.5891","00045"
"2019","240060001216","Benjamin Banneker Elementary","MD","St. Marys County Public Schools","Primary","Regular school","No","38.3301","-76.675701","01216"
"2019","240048000783","Benjamin Banneker Middle","MD","Montgomery County Public Schools","Middle","Regular school","No","39.096006","-76.948207","00783"
"2019","240051001684","Benjamin D. Foulois Academy","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.826719","-76.886503","01684"
"2019","240009000157","Benjamin Franklin High School at Masonville Cove","MD","Baltimore City Public Schools","High","Regular school","No","39.2327","-76.5936","00157"
"2019","240027000583","Benjamin Stoddert Middle School","MD","Charles County Public Schools","Middle","Regular school","No","38.6011","-76.8979","00583"
"2019","240051001464","Benjamin Stoddert Middle","MD","Prince Georges County Public Schools","Middle","Regular school","No","38.8303","-76.9477","01464"
"2019","240051000982","Benjamin Tasker Middle School","MD","Prince Georges County Public Schools","Middle","Regular school","No","38.9581","-76.7455","00982"
"2019","240069001299","Bennett Middle","MD","Wicomico County Public Schools","Middle","Regular school","No","38.315788","-75.629407","01299"
"2019","240012000349","Berkshire Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","39.2874","-76.5118","00349"
"2019","240072001323","Berlin Intermediate","MD","Worcester County Public Schools","Middle","Regular school","No","38.3309","-75.2114","01323"
"2019","240027000805","Berry Elementary School","MD","Charles County Public Schools","Primary","Regular school","No","38.6478","-76.96","00805"
"2019","240051001272","Berwyn Heights Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.992","-76.9095","01272"
"2019","240066001253","Bester Elementary","MD","Washingtion County Public Schools","Primary","Regular school","No","39.633132","-77.720389","01253"
"2019","240048000785","Bethesda Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","38.9867","-77.0999","00785"
"2019","240048000784","Bethesda-Chevy Chase High","MD","Montgomery County Public Schools","High","Regular school","No","38.9867","-77.089","00784"
"2019","240048000786","Beverly Farms Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.052116","-77.176293","00786"
"2019","240027001757","Billingsley Elementary School","MD","Charles County Public Schools","Primary","Regular school","No","38.608215","-76.962268","01757"
"2019","240051000985","Bladensburg Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.9387","-76.9323","00985"
"2019","240051000987","Bladensburg High","MD","Prince Georges County Public Schools","High","Regular school","No","38.942431","-76.917836","00987"
"2019","240009001675","Bluford Drew Jemison STEM Academy West","MD","Baltimore City Public Schools","High","Regular school","No","39.297248","-76.641432","01675"
"2019","240006000046","Bodkin Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","39.1118","-76.4555","00046"
"2019","240024000558","Bohemia Manor High","MD","Cecil County Public Schools","High","Regular school","No","39.511","-75.8311","00558"
"2019","240024000791","Bohemia Manor Middle","MD","Cecil County Public Schools","Middle","Regular school","No","39.5116","-75.8305","00791"
"2019","240042001507","Bollman Bridge Elementary","MD","Howard County Public Schools","Primary","Regular school","No","39.1459","-76.8281","01507"
"2019","240051000988","Bond Mill Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","39.1097","-76.8957","00988"
"2019","240042001172","Bonnie Branch Middle","MD","Howard County Public Schools","Middle","Regular school","No","39.2323","-76.7728","01172"
"2019","240009000160","Booker T. Washington Middle","MD","Baltimore City Public Schools","Middle","Regular school","No","39.3032","-76.6279","00160"
"2019","240066001254","Boonsboro Elementary","MD","Washingtion County Public Schools","Primary","Regular school","No","39.5139","-77.6509","01254"
"2019","240066001256","Boonsboro High","MD","Washingtion County Public Schools","High","Regular school","No","39.516","-77.6516","01256"
"2019","240066001255","Boonsboro Middle","MD","Washingtion County Public Schools","Middle","Regular school","No","39.5153","-77.6483","01255"
"2019","240051000990","Bowie High","MD","Prince Georges County Public Schools","High","Regular school","No","38.9782","-76.7432","00990"
"2019","240051000991","Bradbury Heights Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.871128","-76.928477","00991"
"2019","240003000006","Braddock Middle","MD","Allegany County Public Schools","Middle","Regular school","No","39.665978","-78.770949","00006"
"2019","240048000787","Bradley Hills Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","38.999602","-77.118221","00787"
"2019","240051000992","Brandywine Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.6965","-76.8526","00992"
"2019","240048090450","Briggs Chaney Middle","MD","Montgomery County Public Schools","Middle","Regular school","No","39.1096","-76.9711","90450"
"2019","240036000664","Broad Ford Elementary","MD","Garrett County Public Schools","Primary","Regular school","No","39.415","-79.3786","00664"
"2019","240006000047","Broadneck Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","39.0484","-76.4838","00047"
"2019","240006001402","Broadneck High","MD","Anne Arundel County Public Schools","High","Regular school","No","39.0398","-76.4536","01402"
"2019","240006000048","Brock Bridge Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","39.0883","-76.8213","00048"
"2019","240048090451","Brooke Grove Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.156826","-77.051114","90451"
"2019","240048000789","Brookhaven Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.0824","-77.0925","00789"
"2019","240006000049","Brooklyn Park Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","39.222","-76.6174","00049"
"2019","240006000050","Brooklyn Park Middle","MD","Anne Arundel County Public Schools","Middle","Regular school","No","39.2164","-76.6198","00050"
"2019","240048000792","Brown Station Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.138855","-77.230879","00792"
"2019","240033000626","Brunswick Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","39.3185","-77.6331","00626"
"2019","240033000627","Brunswick High","MD","Frederick County Public Schools","High","Regular school","No","39.3168","-77.6088","00627"
"2019","240033001409","Brunswick Middle","MD","Frederick County Public Schools","Middle","Regular school","No","39.3149","-77.604","01409"
"2019","240042000720","Bryant Woods Elementary","MD","Howard County Public Schools","Primary","Regular school","No","39.2211","-76.8673","00720"
"2019","240051000993","Buck Lodge Middle","MD","Prince Georges County Public Schools","Middle","Regular school","No","39.010968","-76.961138","00993"
"2019","240072001325","Buckingham Elementary","MD","Worcester County Public Schools","Primary","Regular school","No","38.3207","-75.2219","01325"
"2019","240042000173","Burleigh Manor Middle School","MD","Howard County Public Schools","Middle","Regular school","No","39.2552","-76.8674","00173"
"2019","240048000793","Burning Tree Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","38.9901","-77.1431","00793"
"2019","240048090452","Burnt Mills Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.0395","-77.0014","90452"
"2019","240048000794","Burtonsville Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.111401","-76.936364","00794"
"2019","240042000721","Bushy Park Elementary","MD","Howard County Public Schools","Primary","Regular school","No","39.301607","-77.022344","00721"
"2019","240033001748","Butterfly Ridge Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","39.4086","-77.455539","01748"
"2019","240051001384","C. Elizabeth Rieg Regional Center","MD","Prince Georges County Public Schools","Other","Special education school","No","38.9203","-76.7341","01384"
"2019","240039001380","C. Milton Wright High","MD","Harford County Public Schools","High","Regular school","No","39.561491","-76.330022","01380"
"2019","240027000380","C. Paul Barnhart Elementary School","MD","Charles County Public Schools","Primary","Regular school","No","38.624408","-76.93765","00380"
"2019","240048001526","Cabin John Middle School","MD","Montgomery County Public Schools","Middle","Regular school","No","39.031334","-77.172005","01526"
"2019","240009000163","Callaway Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","39.3363","-76.6784","00163"
"2019","240015000509","Calvert Country School","MD","Calvert County Public Schools","Other","Special education school","No","38.5537","-76.5723","00509"
"2019","240015001344","Calvert County Alternative School","MD","Calvert County Public Schools","High","Other/alternative school","No","38.554843","-76.582668","01344"
"2019","240024000559","Calvert Elementary","MD","Cecil County Public Schools","Primary","Regular school","No","39.7008","-75.9846","00559"
"2019","240015000517","Calvert Elementary","MD","Calvert County Public Schools","Primary","Regular school","No","38.5534","-76.5692","00517"
"2019","240015000508","Calvert High","MD","Calvert County Public Schools","High","Regular school","No","38.553486","-76.582891","00508"
"2019","240015000507","Calvert Middle","MD","Calvert County Public Schools","Middle","Regular school","No","38.556756","-76.588346","00507"
"2019","240051000995","Calverton Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","39.0557","-76.9344","00995"
"2019","240009000164","Calverton Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","39.285068","-76.705282","00164"
"2019","240009001390","Calvin M. Rodwell Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","39.330269","-76.694205","01390"
"2019","240030000612","Cambridge-South Dorchester High School","MD","Dorchester County Public Schools","High","Regular school","No","38.5446","-76.0888","00612"
"2019","240012000012","Campfield Early Childhood Center","MD","Baltimore County Public Schools","Primary","Regular school","No","39.351821","-76.722557","00012"
"2019","240048000796","Candlewood Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.128932","-77.146814","00796"
"2019","240048000797","Cannon Road Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.068694","-76.994123","00797"
"2019","240006000051","Cape St. Claire Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","39.038827","-76.444845","00051"
"2019","240051000997","Capitol Heights Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.8819","-76.9125","00997"
"2019","240048001523","Captain James E. Daly Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.1895","-77.2325","01523"
"2019","240060001732","Captain Walter Francis Duke Elementary","MD","St. Marys County Public Schools","Primary","Regular school","No","38.314275","-76.6373","01732"
"2019","240048000798","Carderock Springs Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","38.9833","-77.1718","00798"
"2019","240051001755","Career and Technical Education Evening High","MD","Prince Georges County Public Schools","Secondary","Vocational school","No","38.942431","-76.917836","01755"
"2019","240015000962","Career and Technology Academy","MD","Calvert County Public Schools","Ungraded","Vocational school","No","38.554843","-76.582668","00962"
"2019","240048000799","Carl Sandburg Center","MD","Montgomery County Public Schools","Primary","Special education school","No","39.076415","-77.109953","00799"
"2019","240051000998","Carmody Hills Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.896107","-76.888339","00998"
"2019","240012000351","Carney Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","39.393264","-76.521014","00351"
"2019","240051000999","Carole Highlands Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.984","-76.9836","00999"
"2019","240018000968","Caroline Career & Technology Center","MD","Caroline County Public Schools","Ungraded","Vocational school","No","38.9083","-75.8418","00968"
"2019","240006001746","Carrie Weedon Early Education Center","MD","Anne Arundel County Public Schools","Prekindergarten","Regular school","No","38.84527","-76.550509","01746"
"2019","240021000979","Carroll County Career & Technology Center","MD","Carroll County Public Schools","Ungraded","Vocational school","No","39.5391","-76.9925","00979"
"2019","240033001712","Carroll Creek Montessori Public Charter","MD","Frederick County Public Schools","Primary","Regular school","Yes","39.37822","-77.414871","01712"
"2019","240033000628","Carroll Manor Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","39.3136","-77.4697","00628"
"2019","240012000352","Carroll Manor Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","39.4978","-76.524","00352"
"2019","240021000527","Carroll Springs School","MD","Carroll County Public Schools","Other","Special education school","No","39.5604","-76.9918","00527"
"2019","240051001000","Carrollton Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.968204","-76.875453","01000"
"2019","240021000529","Carrolltowne Elementary","MD","Carroll County Public Schools","Primary","Regular school","No","39.393554","-76.933484","00529"
"2019","240057001535","Carter G Woodson Elementary","MD","Somerset County Public Schools","Primary","Regular school","No","37.974665","-75.849375","01535"
"2019","240009000168","Carver Vocational-Technical High","MD","Baltimore City Public Schools","High","Vocational school","No","39.3045","-76.6527","00168"
"2019","240066001258","Cascade Elementary","MD","Washingtion County Public Schools","Primary","Regular school","No","39.714209","-77.491554","01258"
"2019","240003001338","Cash Valley Elementary","MD","Allegany County Public Schools","Primary","Regular school","No","39.669002","-78.81398","01338"
"2019","240048000800","Cashell Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.1374","-77.086","00800"
"2019","240051001001","Catherine T. Reed Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.989511","-76.841419","01001"
"2019","240033000629","Catoctin High","MD","Frederick County Public Schools","High","Regular school","No","39.6389","-77.4097","00629"
"2019","240012000436","Catonsville Center for Alternative Studies","MD","Baltimore County Public Schools","High","Other/alternative school","No","39.2526","-76.7254","00436"
"2019","240012000353","Catonsville Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","39.2716","-76.7305","00353"
"2019","240012000355","Catonsville High","MD","Baltimore County Public Schools","High","Regular school","No","39.259388","-76.731605","00355"
"2019","240012000354","Catonsville Middle","MD","Baltimore County Public Schools","Middle","Regular school","No","39.276","-76.7715","00354"
"2019","240024000984","Cecil County School of Technology","MD","Cecil County Public Schools","Ungraded","Vocational school","No","39.648119","-75.807739","00984"
"2019","240009000169","Cecil Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","39.3132","-76.6056","00169"
"2019","240024000560","Cecil Manor Elementary","MD","Cecil County Public Schools","Primary","Regular school","No","39.6582","-75.8176","00560"
"2019","240024000562","Cecilton Elementary","MD","Cecil County Public Schools","Primary","Regular school","No","39.4059","-75.8747","00562"
"2019","240072001326","Cedar Chapel Special School","MD","Worcester County Public Schools","Other","Special education school","No","38.167","-75.3964","01326"
"2019","240048000801","Cedar Grove Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","39.24957","-77.232618","00801"
"2019","240042001415","Cedar Lane Special Center","MD","Howard County Public Schools","Other","Special education school","No","39.15579","-76.915341","01415"
"2019","240012000356","Cedarmere Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","39.4392","-76.8087","00356"
"2019","240042000722","Centennial High","MD","Howard County Public Schools","High","Regular school","No","39.253","-76.8686","00722"
"2019","240042000723","Centennial Lane Elementary","MD","Howard County Public Schools","Primary","Regular school","No","39.2662","-76.8616","00723"
"2019","240003000030","Center for Career & Technical Education","MD","Allegany County Public Schools","High","Vocational school","No","39.6008","-78.8249","00030"
"2019","240039000480","Center for Educational Opportunity","MD","Harford County Public Schools","High","Other/alternative school","No","39.5181","-76.1698","00480"
"2019","240006000905","Center of Applied Technology-North","MD","Anne Arundel County Public Schools","Ungraded","Vocational school","No","39.1311","-76.6506","00905"
"2019","240006000906","Center of Applied Technology-South","MD","Anne Arundel County Public Schools","Ungraded","Vocational school","No","38.9217","-76.5618","00906"
"2019","240033001429","Centerville Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","39.3349","-77.3343","01429"
"2019","240012001760","Central EDLP at Loch Raven High School","MD","Baltimore County Public Schools","High","Other/alternative school","No","39.405016","-76.563781","01760"
"2019","240006000053","Central Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","38.9242","-76.5645","00053"
"2019","240051001002","Central High","MD","Prince Georges County Public Schools","High","Regular school","No","38.8822","-76.8912","01002"
"2019","240006000054","Central Middle","MD","Anne Arundel County Public Schools","Middle","Regular school","No","38.919428","-76.557341","00054"
"2019","240006000056","Central Special School","MD","Anne Arundel County Public Schools","Other","Special education school","No","38.9236","-76.5661","00056"
"2019","240054001191","Centreville Elementary School","MD","Queen Annes County Public Schools","Primary","Regular school","No","39.048555","-76.0702","01191"
"2019","240054001190","Centreville Middle School","MD","Queen Annes County Public Schools","Middle","Regular school","No","39.0341","-76.0503","01190"
"2019","240021001161","Century High","MD","Carroll County Public Schools","High","Regular school","No","39.4249","-76.9917","01161"
"2019","240051001139","Cesar Chavez Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","38.9692","-76.9813","01139"
"2019","240012000357","Chadwick Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","39.3136","-76.7648","00357"
"2019","240063001241","Chapel District Elementary","MD","Talbot County Public Schools","Primary","Regular school","No","38.862621","-76.007645","01241"
"2019","240051001003","Chapel Forge Early Childhood Center","MD","Prince Georges County Public Schools","Prekindergarten","Special education school","No","38.986778","-76.736734","01003"
