ncessch,per_pupil_state,American Indian or Alaska Native,Asian,Black,Hispanic,Native Hawaiian or other Pacific Islander,Total,Two or more races,Unknown,White,year,school_name,state_location,lea_name,school_level,school_type,charter,latitude,longitude,school_id
510271000554.0,11224.0,1.0,3.0,200.0,96.0,2.0,441.0,15.0,0.0,124.0,2018,OCCOHANNOCK ELEM,VA,NORTHAMPTON CO PBLC SCHS,Primary,Regular school,No,37.521231,-75.815629,554
510273001392.0,10604.0,0.0,2.0,267.0,42.0,0.0,613.0,32.0,0.0,270.0,2019,NORTHUMBERLAND ELEM,VA,NORTHUMBERLAND CO PBLC SCHS,Primary,Regular school,No,37.9075,-76.4407,1392
510273001392.0,10604.0,0.0,2.0,267.0,42.0,0.0,613.0,32.0,0.0,270.0,2018,NORTHUMBERLAND ELEM,VA,NORTHUMBERLAND CO PBLC SCHS,Primary,Regular school,No,37.907501,-76.440687,1392
510273001159.0,12492.0,0.0,2.0,142.0,25.0,1.0,414.0,6.0,0.0,238.0,2019,NORTHUMBERLAND HIGH,VA,NORTHUMBERLAND CO PBLC SCHS,High,Regular school,No,37.9212,-76.4837,1159
510273001159.0,12492.0,0.0,2.0,142.0,25.0,1.0,414.0,6.0,0.0,238.0,2018,NORTHUMBERLAND HIGH,VA,NORTHUMBERLAND CO PBLC SCHS,High,Regular school,No,37.921196,-76.483701,1159
510273001941.0,13736.0,0.0,1.0,117.0,22.0,1.0,288.0,12.0,0.0,135.0,2019,NORTHUMBERLAND MIDDLE,VA,NORTHUMBERLAND CO PBLC SCHS,Middle,Regular school,No,37.9149,-76.4374,1941
510273001941.0,13736.0,0.0,1.0,117.0,22.0,1.0,288.0,12.0,0.0,135.0,2018,NORTHUMBERLAND MIDDLE,VA,NORTHUMBERLAND CO PBLC SCHS,Middle,Regular school,No,37.914897,-76.437444,1941
510276001162.0,9467.0,0.0,2.0,23.0,10.0,0.0,308.0,18.0,0.0,255.0,2019,J.I. BURTON HIGH,VA,NORTON CITY PBLC SCHS,High,Regular school,No,36.9299,-82.6334,1162
510276001162.0,9467.0,0.0,2.0,23.0,10.0,0.0,308.0,18.0,0.0,255.0,2018,J.I. BURTON HIGH,VA,NORTON CITY PBLC SCHS,High,Regular school,No,36.929945,-82.633444,1162
510276001163.0,8021.0,0.0,2.0,25.0,11.0,0.0,534.0,39.0,0.0,457.0,2019,NORTON ELEM,VA,NORTON CITY PBLC SCHS,Primary,Regular school,No,36.9416,-82.6224,1163
510276001163.0,8021.0,0.0,2.0,25.0,11.0,0.0,534.0,39.0,0.0,457.0,2018,NORTON ELEM,VA,NORTON CITY PBLC SCHS,Primary,Regular school,No,36.9416,-82.622381,1163
510279001166.0,8553.0,2.0,3.0,203.0,45.0,1.0,434.0,23.0,0.0,157.0,2019,BLACKSTONE PRIMARY,VA,NOTTOWAY CO PBLC SCHS,Primary,Regular school,No,37.0727,-77.9946,1166
510279001166.0,8553.0,2.0,3.0,203.0,45.0,1.0,434.0,23.0,0.0,157.0,2018,BLACKSTONE PRIMARY,VA,NOTTOWAY CO PBLC SCHS,Primary,Regular school,No,37.07274,-77.994638,1166
510279001169.0,8641.0,1.0,1.0,156.0,53.0,0.0,382.0,29.0,0.0,142.0,2019,CREWE PRIMARY,VA,NOTTOWAY CO PBLC SCHS,Primary,Regular school,No,37.1652,-78.1095,1169
510279001169.0,8641.0,1.0,1.0,156.0,53.0,0.0,382.0,29.0,0.0,142.0,2018,CREWE PRIMARY,VA,NOTTOWAY CO PBLC SCHS,Primary,Regular school,No,37.165195,-78.109544,1169
510279001942.0,9927.0,1.0,4.0,251.0,49.0,0.0,613.0,22.0,0.0,286.0,2019,NOTTOWAY HIGH,VA,NOTTOWAY CO PBLC SCHS,High,Regular school,No,37.1228,-78.0644,1942
510279001942.0,9927.0,1.0,4.0,251.0,49.0,0.0,613.0,22.0,0.0,286.0,2018,NOTTOWAY HIGH,VA,NOTTOWAY CO PBLC SCHS,High,Regular school,No,37.122779,-78.064424,1942
510279001165.0,8943.0,1.0,2.0,137.0,22.0,0.0,307.0,16.0,0.0,129.0,2019,NOTTOWAY INTERMEDIATE,VA,NOTTOWAY CO PBLC SCHS,Middle,Regular school,No,37.1235,-78.0664,1165
510279001165.0,8943.0,1.0,2.0,137.0,22.0,0.0,307.0,16.0,0.0,129.0,2018,NOTTOWAY INTERMEDIATE,VA,NOTTOWAY CO PBLC SCHS,Middle,Regular school,No,37.123479,-78.06642,1165
510279001943.0,10391.0,1.0,3.0,124.0,26.0,0.0,307.0,11.0,0.0,142.0,2019,NOTTOWAY MIDDLE,VA,NOTTOWAY CO PBLC SCHS,Middle,Regular school,No,37.1231,-78.0656,1943
510279001943.0,10391.0,1.0,3.0,124.0,26.0,0.0,307.0,11.0,0.0,142.0,2018,NOTTOWAY MIDDLE,VA,NOTTOWAY CO PBLC SCHS,Middle,Regular school,No,37.123133,-78.065581,1943
510282001172.0,9522.0,0.0,0.0,63.0,18.0,2.0,367.0,45.0,0.0,239.0,2019,GORDON-BARBOUR ELEM,VA,ORANGE CO PBLC SCHS,Primary,Regular school,No,38.1381,-78.1929,1172
510282001172.0,9522.0,0.0,0.0,63.0,18.0,2.0,367.0,45.0,0.0,239.0,2018,GORDON-BARBOUR ELEM,VA,ORANGE CO PBLC SCHS,Primary,Regular school,No,38.138127,-78.192894,1172
510282001173.0,10102.0,0.0,1.0,15.0,35.0,0.0,231.0,21.0,0.0,159.0,2019,LIGHTFOOT ELEM,VA,ORANGE CO PBLC SCHS,Primary,Regular school,No,38.2462,-77.9537,1173
510282001173.0,10102.0,0.0,1.0,15.0,35.0,0.0,231.0,21.0,0.0,159.0,2018,LIGHTFOOT ELEM,VA,ORANGE CO PBLC SCHS,Primary,Regular school,No,38.246195,-77.953655,1173
510282002196.0,10178.0,0.0,4.0,49.0,48.0,0.0,399.0,32.0,0.0,266.0,2019,LOCUST GROVE ELEM,VA,ORANGE CO PBLC SCHS,Primary,Regular school,No,38.298602,-77.831531,2196
510282002196.0,10178.0,0.0,4.0,49.0,48.0,0.0,399.0,32.0,0.0,266.0,2018,LOCUST GROVE ELEM,VA,ORANGE CO PBLC SCHS,Primary,Regular school,No,38.298602,-77.831531,2196
510282002340.0,9592.0,0.0,5.0,55.0,50.0,2.0,591.0,49.0,0.0,430.0,2019,LOCUST GROVE MIDDLE,VA,ORANGE CO PBLC SCHS,Middle,Regular school,No,38.317594,-77.781635,2340
510282002340.0,9592.0,0.0,5.0,55.0,50.0,2.0,591.0,49.0,0.0,430.0,2018,LOCUST GROVE MIDDLE,VA,ORANGE CO PBLC SCHS,Middle,Regular school,No,38.317594,-77.781635,2340
510282002854.0,8852.0,0.0,5.0,45.0,46.0,2.0,479.0,62.0,0.0,319.0,2019,LOCUST GROVE PRIMARY SCHOOL,VA,ORANGE CO PBLC SCHS,Primary,Regular school,No,38.2987,-77.8316,2854
510282002854.0,8852.0,0.0,5.0,45.0,46.0,2.0,479.0,62.0,0.0,319.0,2018,LOCUST GROVE PRIMARY SCHOOL,VA,ORANGE CO PBLC SCHS,Primary,Regular school,No,38.29872,-77.831608,2854
510282001174.0,9291.0,4.0,11.0,209.0,118.0,6.0,1499.0,117.0,0.0,1034.0,2019,ORANGE CO. HIGH,VA,ORANGE CO PBLC SCHS,High,Regular school,No,38.2452,-78.0961,1174
510282001174.0,9291.0,4.0,11.0,209.0,118.0,6.0,1499.0,117.0,0.0,1034.0,2018,ORANGE CO. HIGH,VA,ORANGE CO PBLC SCHS,High,Regular school,No,38.245245,-78.096128,1174
510282001175.0,8176.0,2.0,9.0,154.0,60.0,4.0,695.0,90.0,0.0,376.0,2019,ORANGE ELEM,VA,ORANGE CO PBLC SCHS,Primary,Regular school,No,38.2478,-78.1183,1175
510282001175.0,8176.0,2.0,9.0,154.0,60.0,4.0,695.0,90.0,0.0,376.0,2018,ORANGE ELEM,VA,ORANGE CO PBLC SCHS,Primary,Regular school,No,38.247816,-78.118295,1175
510282001176.0,10128.0,1.0,2.0,90.0,39.0,3.0,524.0,52.0,0.0,337.0,2019,PROSPECT HEIGHTS MIDDLE,VA,ORANGE CO PBLC SCHS,Middle,Regular school,No,38.2396,-78.1165,1176
510282001176.0,10128.0,1.0,2.0,90.0,39.0,3.0,524.0,52.0,0.0,337.0,2018,PROSPECT HEIGHTS MIDDLE,VA,ORANGE CO PBLC SCHS,Middle,Regular school,No,38.239605,-78.116487,1176
510282001177.0,10405.0,0.0,0.0,14.0,17.0,1.0,256.0,22.0,0.0,202.0,2019,UNIONVILLE ELEM,VA,ORANGE CO PBLC SCHS,Primary,Regular school,No,38.2619,-77.9551,1177
510282001177.0,10405.0,0.0,0.0,14.0,17.0,1.0,256.0,22.0,0.0,202.0,2018,UNIONVILLE ELEM,VA,ORANGE CO PBLC SCHS,Primary,Regular school,No,38.261857,-77.955105,1177
510285001179.0,8319.0,0.0,4.0,28.0,16.0,1.0,450.0,16.0,0.0,385.0,2019,LURAY ELEM,VA,PAGE CO PBLC SCHS,Primary,Regular school,No,38.658,-78.4555,1179
510285001179.0,8319.0,0.0,4.0,28.0,16.0,1.0,450.0,16.0,0.0,385.0,2018,LURAY ELEM,VA,PAGE CO PBLC SCHS,Primary,Regular school,No,38.657998,-78.455515,1179
510285001180.0,9549.0,0.0,5.0,19.0,16.0,0.0,516.0,13.0,0.0,463.0,2019,LURAY HIGH,VA,PAGE CO PBLC SCHS,High,Regular school,No,38.654879,-78.485449,1180
510285001180.0,9549.0,0.0,5.0,19.0,16.0,0.0,516.0,13.0,0.0,463.0,2018,LURAY HIGH,VA,PAGE CO PBLC SCHS,High,Regular school,No,38.654879,-78.485449,1180
510285002799.0,9710.0,1.0,1.0,10.0,13.0,1.0,374.0,12.0,0.0,336.0,2019,LURAY MIDDLE,VA,PAGE CO PBLC SCHS,Middle,Regular school,No,38.6602,-78.456,2799
510285002799.0,9710.0,1.0,1.0,10.0,13.0,1.0,374.0,12.0,0.0,336.0,2018,LURAY MIDDLE,VA,PAGE CO PBLC SCHS,Middle,Regular school,No,38.660171,-78.455983,2799
510285001181.0,9326.0,0.0,2.0,4.0,27.0,0.0,587.0,7.0,0.0,547.0,2019,PAGE COUNTY HIGH,VA,PAGE CO PBLC SCHS,High,Regular school,No,38.563,-78.6065,1181
510285001181.0,9326.0,0.0,2.0,4.0,27.0,0.0,587.0,7.0,0.0,547.0,2018,PAGE COUNTY HIGH,VA,PAGE CO PBLC SCHS,High,Regular school,No,38.563006,-78.606505,1181
510285002801.0,9351.0,1.0,2.0,2.0,20.0,0.0,391.0,7.0,0.0,359.0,2019,PAGE COUNTY MIDDLE,VA,PAGE CO PBLC SCHS,Middle,Regular school,No,38.562719,-78.606593,2801
510285002801.0,9351.0,1.0,2.0,2.0,20.0,0.0,391.0,7.0,0.0,359.0,2018,PAGE COUNTY MIDDLE,VA,PAGE CO PBLC SCHS,Middle,Regular school,No,38.562719,-78.606593,2801
510285001182.0,9598.0,0.0,1.0,1.0,7.0,0.0,351.0,6.0,0.0,336.0,2019,SHENANDOAH ELEM,VA,PAGE CO PBLC SCHS,Primary,Regular school,No,38.4855,-78.6216,1182
510285001182.0,9598.0,0.0,1.0,1.0,7.0,0.0,351.0,6.0,0.0,336.0,2018,SHENANDOAH ELEM,VA,PAGE CO PBLC SCHS,Primary,Regular school,No,38.485477,-78.62156,1182
510285001183.0,8589.0,0.0,1.0,7.0,4.0,0.0,245.0,14.0,0.0,219.0,2019,SPRINGFIELD ELEM,VA,PAGE CO PBLC SCHS,Primary,Regular school,No,38.7283,-78.4215,1183
510285001183.0,8589.0,0.0,1.0,7.0,4.0,0.0,245.0,14.0,0.0,219.0,2018,SPRINGFIELD ELEM,VA,PAGE CO PBLC SCHS,Primary,Regular school,No,38.728322,-78.421546,1183
510285001184.0,8696.0,0.0,0.0,8.0,15.0,1.0,417.0,6.0,0.0,387.0,2019,STANLEY ELEM,VA,PAGE CO PBLC SCHS,Primary,Regular school,No,38.5786,-78.5032,1184
510285001184.0,8696.0,0.0,0.0,8.0,15.0,1.0,417.0,6.0,0.0,387.0,2018,STANLEY ELEM,VA,PAGE CO PBLC SCHS,Primary,Regular school,No,38.578566,-78.503208,1184
510288001185.0,8503.0,0.0,0.0,1.0,27.0,0.0,272.0,6.0,0.0,238.0,2019,BLUE RIDGE ELEM,VA,PATRICK CO PBLC SCHS,Primary,Regular school,No,36.6001,-80.5102,1185
510288001185.0,8503.0,0.0,0.0,1.0,27.0,0.0,272.0,6.0,0.0,238.0,2018,BLUE RIDGE ELEM,VA,PATRICK CO PBLC SCHS,Primary,Regular school,No,36.600138,-80.510241,1185
510288001186.0,9251.0,1.0,1.0,18.0,17.0,0.0,211.0,13.0,0.0,161.0,2019,HARDIN REYNOLDS ELEM,VA,PATRICK CO PBLC SCHS,Middle,Regular school,No,36.6312,-80.1454,1186
510288001186.0,9251.0,1.0,1.0,18.0,17.0,0.0,211.0,13.0,0.0,161.0,2018,HARDIN REYNOLDS ELEM,VA,PATRICK CO PBLC SCHS,Middle,Regular school,No,36.631184,-80.145426,1186
510288001187.0,8039.0,1.0,16.0,74.0,26.0,2.0,420.0,5.0,0.0,296.0,2019,MEADOWS OF DAN ELEM,VA,PATRICK CO PBLC SCHS,Primary,Regular school,No,36.7368,-80.4009,1187
510288001187.0,8039.0,1.0,16.0,74.0,26.0,2.0,420.0,5.0,0.0,296.0,2018,MEADOWS OF DAN ELEM,VA,PATRICK CO PBLC SCHS,Primary,Regular school,No,36.736754,-80.400879,1187
510288001188.0,10058.0,0.0,9.0,45.0,61.0,0.0,874.0,34.0,0.0,725.0,2019,PATRICK COUNTY HIGH,VA,PATRICK CO PBLC SCHS,High,Regular school,No,36.6234,-80.2708,1188
510288001188.0,10058.0,0.0,9.0,45.0,61.0,0.0,874.0,34.0,0.0,725.0,2018,PATRICK COUNTY HIGH,VA,PATRICK CO PBLC SCHS,High,Regular school,No,36.623406,-80.27075,1188
510288001189.0,9404.0,0.0,1.0,20.0,9.0,0.0,262.0,17.0,0.0,215.0,2019,PATRICK SPRINGS ELEM,VA,PATRICK CO PBLC SCHS,Primary,Regular school,No,36.6433,-80.1994,1189
510288001189.0,9404.0,0.0,1.0,20.0,9.0,0.0,262.0,17.0,0.0,215.0,2018,PATRICK SPRINGS ELEM,VA,PATRICK CO PBLC SCHS,Primary,Regular school,No,36.643261,-80.199401,1189
510288001191.0,9775.0,0.0,2.0,24.0,33.0,0.0,384.0,18.0,0.0,307.0,2019,STUART ELEM,VA,PATRICK CO PBLC SCHS,Primary,Regular school,No,36.6415,-80.276,1191
510288001191.0,9775.0,0.0,2.0,24.0,33.0,0.0,384.0,18.0,0.0,307.0,2018,STUART ELEM,VA,PATRICK CO PBLC SCHS,Primary,Regular school,No,36.641483,-80.275956,1191
510288001192.0,10430.0,0.0,0.0,2.0,15.0,0.0,177.0,4.0,0.0,156.0,2019,WOOLWINE ELEM,VA,PATRICK CO PBLC SCHS,Primary,Regular school,No,36.7877,-80.2754,1192
510288001192.0,10430.0,0.0,0.0,2.0,15.0,0.0,177.0,4.0,0.0,156.0,2018,WOOLWINE ELEM,VA,PATRICK CO PBLC SCHS,Primary,Regular school,No,36.787728,-80.275443,1192
510291001202.0,9168.0,0.0,1.0,471.0,11.0,3.0,502.0,2.0,0.0,14.0,2019,COOL SPRING ELEM,VA,PETERSBURG CITY PBLC SCHS,Primary,Regular school,No,37.2054,-77.4158,1202
510291001202.0,9168.0,0.0,1.0,471.0,11.0,3.0,502.0,2.0,0.0,14.0,2018,COOL SPRING ELEM,VA,PETERSBURG CITY PBLC SCHS,Primary,Regular school,No,37.205371,-77.415835,1202
510291001200.0,9820.0,1.0,3.0,357.0,65.0,3.0,442.0,3.0,0.0,10.0,2019,LAKEMONT ELEMENTARY,VA,PETERSBURG CITY PBLC SCHS,Primary,Regular school,No,37.2347,-77.3717,1200
510291001200.0,9820.0,1.0,3.0,357.0,65.0,3.0,442.0,3.0,0.0,10.0,2018,LAKEMONT ELEMENTARY,VA,PETERSBURG CITY PBLC SCHS,Primary,Regular school,No,37.234682,-77.371746,1200
510291001198.0,12130.0,1.0,7.0,920.0,46.0,1.0,1005.0,4.0,0.0,26.0,2019,PETERSBURG HIGH,VA,PETERSBURG CITY PBLC SCHS,High,Regular school,No,37.1871,-77.3992,1198
510291001198.0,12130.0,1.0,7.0,920.0,46.0,1.0,1005.0,4.0,0.0,26.0,2018,PETERSBURG HIGH,VA,PETERSBURG CITY PBLC SCHS,High,Regular school,No,37.187069,-77.39923,1198
510291001196.0,9566.0,0.0,0.0,446.0,35.0,0.0,510.0,10.0,0.0,19.0,2019,PLEASANTS LANE ELEM,VA,PETERSBURG CITY PBLC SCHS,Primary,Regular school,No,37.2129,-77.4316,1196
510291001196.0,9566.0,0.0,0.0,446.0,35.0,0.0,510.0,10.0,0.0,19.0,2018,PLEASANTS LANE ELEM,VA,PETERSBURG CITY PBLC SCHS,Primary,Regular school,No,37.212873,-77.431591,1196
510291002794.0,9895.0,0.0,1.0,721.0,51.0,0.0,791.0,5.0,0.0,13.0,2019,VERNON JOHNS MIDDLE,VA,PETERSBURG CITY PBLC SCHS,Middle,Regular school,No,37.187439,-77.394773,2794
510291002794.0,9895.0,0.0,1.0,721.0,51.0,0.0,791.0,5.0,0.0,13.0,2018,VERNON JOHNS MIDDLE,VA,PETERSBURG CITY PBLC SCHS,Middle,Regular school,No,37.187439,-77.394773,2794
510291001203.0,8988.0,0.0,5.0,508.0,8.0,0.0,552.0,0.0,0.0,31.0,2019,WALNUT HILL ELEM,VA,PETERSBURG CITY PBLC SCHS,Primary,Regular school,No,37.2028,-77.386,1203
510291001203.0,8988.0,0.0,5.0,508.0,8.0,0.0,552.0,0.0,0.0,31.0,2018,WALNUT HILL ELEM,VA,PETERSBURG CITY PBLC SCHS,Primary,Regular school,No,37.202772,-77.385968,1203
510294002454.0,10342.0,0.0,3.0,71.0,27.0,0.0,251.0,9.0,0.0,141.0,2019,BROSVILLE ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.6202,-79.6046,2454
510294002454.0,10342.0,0.0,3.0,71.0,27.0,0.0,251.0,9.0,0.0,141.0,2018,BROSVILLE ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.620187,-79.604583,2454
510294001209.0,9846.0,0.0,2.0,68.0,14.0,0.0,248.0,0.0,0.0,164.0,2019,CHATHAM ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.8406,-79.3969,1209
510294001209.0,9846.0,0.0,2.0,68.0,14.0,0.0,248.0,0.0,0.0,164.0,2018,CHATHAM ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.840572,-79.396852,1209
510294001210.0,10310.0,2.0,3.0,144.0,28.0,0.0,627.0,7.0,0.0,443.0,2019,CHATHAM HIGH,VA,PITTSYLVANIA CO PBLC SCHS,High,Regular school,No,36.787406,-79.402445,1210
510294001210.0,10310.0,2.0,3.0,144.0,28.0,0.0,627.0,7.0,0.0,443.0,2018,CHATHAM HIGH,VA,PITTSYLVANIA CO PBLC SCHS,High,Regular school,No,36.787406,-79.402445,1210
510294001208.0,9268.0,1.0,2.0,123.0,26.0,0.0,464.0,13.0,0.0,299.0,2019,CHATHAM MIDDLE,VA,PITTSYLVANIA CO PBLC SCHS,Middle,Regular school,No,36.7619,-79.3876,1208
510294001208.0,9268.0,1.0,2.0,123.0,26.0,0.0,464.0,13.0,0.0,299.0,2018,CHATHAM MIDDLE,VA,PITTSYLVANIA CO PBLC SCHS,Middle,Regular school,No,36.761907,-79.387582,1208
510294001214.0,9557.0,1.0,2.0,211.0,28.0,0.0,727.0,20.0,0.0,465.0,2019,DAN RIVER HIGH,VA,PITTSYLVANIA CO PBLC SCHS,High,Regular school,No,36.6619,-79.3002,1214
510294001214.0,9557.0,1.0,2.0,211.0,28.0,0.0,727.0,20.0,0.0,465.0,2018,DAN RIVER HIGH,VA,PITTSYLVANIA CO PBLC SCHS,High,Regular school,No,36.661921,-79.300238,1214
510294001213.0,9006.0,1.0,2.0,155.0,15.0,0.0,518.0,18.0,0.0,327.0,2019,DAN RIVER MIDDLE,VA,PITTSYLVANIA CO PBLC SCHS,Middle,Regular school,No,36.6551,-79.305,1213
510294001213.0,9006.0,1.0,2.0,155.0,15.0,0.0,518.0,18.0,0.0,327.0,2018,DAN RIVER MIDDLE,VA,PITTSYLVANIA CO PBLC SCHS,Middle,Regular school,No,36.655128,-79.305013,1213
510294001216.0,8277.0,0.0,1.0,158.0,10.0,1.0,542.0,13.0,0.0,359.0,2019,GRETNA ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.9503,-79.3667,1216
510294001216.0,8277.0,0.0,1.0,158.0,10.0,1.0,542.0,13.0,0.0,359.0,2018,GRETNA ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.950257,-79.366701,1216
510294001218.0,10159.0,0.0,3.0,164.0,12.0,0.0,573.0,12.0,0.0,382.0,2019,GRETNA HIGH,VA,PITTSYLVANIA CO PBLC SCHS,High,Regular school,No,36.9453,-79.3687,1218
510294001218.0,10159.0,0.0,3.0,164.0,12.0,0.0,573.0,12.0,0.0,382.0,2018,GRETNA HIGH,VA,PITTSYLVANIA CO PBLC SCHS,High,Regular school,No,36.945328,-79.368725,1218
510294001217.0,8962.0,0.0,0.0,140.0,18.0,0.0,440.0,4.0,0.0,278.0,2019,GRETNA MIDDLE,VA,PITTSYLVANIA CO PBLC SCHS,Middle,Regular school,No,36.946,-79.3732,1217
510294001217.0,8962.0,0.0,0.0,140.0,18.0,0.0,440.0,4.0,0.0,278.0,2018,GRETNA MIDDLE,VA,PITTSYLVANIA CO PBLC SCHS,Middle,Regular school,No,36.945954,-79.373219,1217
510294001219.0,10218.0,0.0,0.0,60.0,0.0,0.0,252.0,19.0,0.0,173.0,2019,JOHN L. HURT ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,37.0934,-79.297,1219
510294001219.0,10218.0,0.0,0.0,60.0,0.0,0.0,252.0,19.0,0.0,173.0,2018,JOHN L. HURT ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,37.093362,-79.29695,1219
510294001220.0,7823.0,0.0,2.0,120.0,11.0,1.0,587.0,29.0,0.0,424.0,2019,KENTUCK ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.6564,-79.3023,1220
510294001220.0,7823.0,0.0,2.0,120.0,11.0,1.0,587.0,29.0,0.0,424.0,2018,KENTUCK ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.656391,-79.302322,1220
510294001221.0,11948.0,0.0,0.0,53.0,12.0,0.0,157.0,2.0,0.0,90.0,2019,MT. AIRY ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.9457,-79.1782,1221
510294001221.0,11948.0,0.0,0.0,53.0,12.0,0.0,157.0,2.0,0.0,90.0,2018,MT. AIRY ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.945713,-79.178167,1221
510294001224.0,8993.0,0.0,0.0,132.0,20.0,0.0,424.0,8.0,0.0,264.0,2019,SOUTHSIDE ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.6882,-79.3733,1224
510294001224.0,8993.0,0.0,0.0,132.0,20.0,0.0,424.0,8.0,0.0,264.0,2018,SOUTHSIDE ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.688191,-79.373323,1224
510294001226.0,8536.0,0.0,1.0,56.0,46.0,0.0,453.0,15.0,0.0,335.0,2019,STONY MILL ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.64,-79.5636,1226
510294001226.0,8536.0,0.0,1.0,56.0,46.0,0.0,453.0,15.0,0.0,335.0,2018,STONY MILL ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.640019,-79.563607,1226
510294001227.0,9527.0,1.0,8.0,116.0,49.0,0.0,889.0,19.0,0.0,696.0,2019,TUNSTALL HIGH,VA,PITTSYLVANIA CO PBLC SCHS,High,Regular school,No,36.6697,-79.5246,1227
510294001227.0,9527.0,1.0,8.0,116.0,49.0,0.0,889.0,19.0,0.0,696.0,2018,TUNSTALL HIGH,VA,PITTSYLVANIA CO PBLC SCHS,High,Regular school,No,36.669674,-79.524627,1227
510294001206.0,8546.0,0.0,6.0,88.0,48.0,0.0,659.0,11.0,0.0,506.0,2019,TUNSTALL MIDDLE,VA,PITTSYLVANIA CO PBLC SCHS,Middle,Regular school,No,36.6677,-79.5264,1206
510294001206.0,8546.0,0.0,6.0,88.0,48.0,0.0,659.0,11.0,0.0,506.0,2018,TUNSTALL MIDDLE,VA,PITTSYLVANIA CO PBLC SCHS,Middle,Regular school,No,36.667698,-79.526421,1206
510294001395.0,8148.0,0.0,9.0,150.0,31.0,1.0,804.0,23.0,0.0,590.0,2019,TWIN SPRINGS ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.6876,-79.428,1395
510294001395.0,8148.0,0.0,9.0,150.0,31.0,1.0,804.0,23.0,0.0,590.0,2018,TWIN SPRINGS ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.687581,-79.427958,1395
510294001228.0,10175.0,0.0,0.0,58.0,14.0,0.0,230.0,7.0,0.0,151.0,2019,UNION HALL ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.77,-79.5448,1228
510294001228.0,10175.0,0.0,0.0,58.0,14.0,0.0,230.0,7.0,0.0,151.0,2018,UNION HALL ELEM,VA,PITTSYLVANIA CO PBLC SCHS,Primary,Regular school,No,36.769966,-79.544768,1228
510298001230.0,9190.0,2.0,6.0,4.0,8.0,1.0,461.0,8.0,0.0,432.0,2019,POQUOSON ELEM,VA,POQUOSON CITY PBLC SCHS,Primary,Regular school,No,37.1302,-76.3609,1230
510298001230.0,9190.0,2.0,6.0,4.0,8.0,1.0,461.0,8.0,0.0,432.0,2018,POQUOSON ELEM,VA,POQUOSON CITY PBLC SCHS,Primary,Regular school,No,37.130158,-76.360927,1230
510298001231.0,10453.0,3.0,16.0,5.0,26.0,6.0,714.0,22.0,0.0,636.0,2019,POQUOSON HIGH,VA,POQUOSON CITY PBLC SCHS,High,Regular school,No,37.1288,-76.38,1231
510298001231.0,10453.0,3.0,16.0,5.0,26.0,6.0,714.0,22.0,0.0,636.0,2018,POQUOSON HIGH,VA,POQUOSON CITY PBLC SCHS,High,Regular school,No,37.128841,-76.38002,1231
510298001232.0,9906.0,2.0,7.0,3.0,15.0,3.0,507.0,19.0,0.0,458.0,2019,POQUOSON MIDDLE,VA,POQUOSON CITY PBLC SCHS,Middle,Regular school,No,37.129,-76.3645,1232
510298001232.0,9906.0,2.0,7.0,3.0,15.0,3.0,507.0,19.0,0.0,458.0,2018,POQUOSON MIDDLE,VA,POQUOSON CITY PBLC SCHS,Middle,Regular school,No,37.129022,-76.364534,1232
510298002157.0,9032.0,1.0,4.0,4.0,18.0,0.0,437.0,7.0,0.0,403.0,2019,POQUOSON PRIMARY,VA,POQUOSON CITY PBLC SCHS,Primary,Regular school,No,37.1315,-76.3775,2157
510298002157.0,9032.0,1.0,4.0,4.0,18.0,0.0,437.0,7.0,0.0,403.0,2018,POQUOSON PRIMARY,VA,POQUOSON CITY PBLC SCHS,Primary,Regular school,No,37.131482,-76.377496,2157
510300002472.0,11024.0,1.0,1.0,413.0,5.0,1.0,434.0,4.0,0.0,9.0,2019,BRIGHTON ELEM,VA,PORTSMOUTH CITY PBLC SCHS,Primary,Regular school,No,36.8196,-76.3108,2472
