year,ncessch,school_name,state_location,sex,enrollment
"2018","370001201488","A G Cox Middle","NC","Total","805"
"2018","370001201488","A G Cox Middle","NC","Unknown","0"
"2018","370001201488","A G Cox Middle","NC","Female","367"
"2018","370001201488","A G Cox Middle","NC","Male","438"
"2018","370333001392","A H Snipes Academy of Arts/Des","NC","Total","391"
"2018","370333001392","A H Snipes Academy of Arts/Des","NC","Unknown","0"
"2018","370333001392","A H Snipes Academy of Arts/Des","NC","Female","186"
"2018","370333001392","A H Snipes Academy of Arts/Des","NC","Male","205"
"2018","370243001039","A L Brown High","NC","Total","1616"
"2018","370243001039","A L Brown High","NC","Unknown","0"
"2018","370243001039","A L Brown High","NC","Female","764"
"2018","370243001039","A L Brown High","NC","Male","852"
"2018","370348001441","A L Stanback Middle","NC","Total","648"
"2018","370348001441","A L Stanback Middle","NC","Unknown","0"
"2018","370348001441","A L Stanback Middle","NC","Female","305"
"2018","370348001441","A L Stanback Middle","NC","Male","343"
"2018","370053000208","A T Allen Elementary","NC","Total","873"
"2018","370053000208","A T Allen Elementary","NC","Unknown","0"
"2018","370053000208","A T Allen Elementary","NC","Female","408"
"2018","370053000208","A T Allen Elementary","NC","Male","465"
"2018","370037203324","A.C.E. Academy","NC","Total","409"
"2018","370037203324","A.C.E. Academy","NC","Unknown","0"
"2018","370037203324","A.C.E. Academy","NC","Female","200"
"2018","370037203324","A.C.E. Academy","NC","Male","209"
"2018","370472003241","Abbotts Creek Elementary","NC","Total","858"
"2018","370472003241","Abbotts Creek Elementary","NC","Unknown","0"
"2018","370472003241","Abbotts Creek Elementary","NC","Female","376"
"2018","370472003241","Abbotts Creek Elementary","NC","Male","482"
"2018","370309001315","Aberdeen Elementary","NC","Total","297"
"2018","370309001315","Aberdeen Elementary","NC","Unknown","0"
"2018","370309001315","Aberdeen Elementary","NC","Female","137"
"2018","370309001315","Aberdeen Elementary","NC","Male","160"
"2018","370309001314","Aberdeen Primary","NC","Total","308"
"2018","370309001314","Aberdeen Primary","NC","Unknown","0"
"2018","370309001314","Aberdeen Primary","NC","Female","133"
"2018","370309001314","Aberdeen Primary","NC","Male","175"
"2018","370003002972","ABSS Early College at ACC","NC","Total","228"
"2018","370003002972","ABSS Early College at ACC","NC","Unknown","0"
"2018","370003002972","ABSS Early College at ACC","NC","Female","133"
"2018","370003002972","ABSS Early College at ACC","NC","Male","95"
"2018","370192002889","Academy at Smith","NC","Total","185"
"2018","370192002889","Academy at Smith","NC","Unknown","0"
"2018","370192002889","Academy at Smith","NC","Female","98"
"2018","370192002889","Academy at Smith","NC","Male","87"
"2018","370096000357","Acme Delco Elementary","NC","Total","318"
"2018","370096000357","Acme Delco Elementary","NC","Unknown","0"
"2018","370096000357","Acme Delco Elementary","NC","Female","155"
"2018","370096000357","Acme Delco Elementary","NC","Male","163"
"2018","370096000358","Acme Delco Middle","NC","Total","131"
"2018","370096000358","Acme Delco Middle","NC","Unknown","0"
"2018","370096000358","Acme Delco Middle","NC","Female","57"
"2018","370096000358","Acme Delco Middle","NC","Male","74"
"2018","370472001826","Adams Elementary","NC","Total","652"
"2018","370472001826","Adams Elementary","NC","Unknown","0"
"2018","370472001826","Adams Elementary","NC","Female","308"
"2018","370472001826","Adams Elementary","NC","Male","344"
"2018","370465001993","AdVance Academy","NC","Total","136"
"2018","370465001993","AdVance Academy","NC","Unknown","0"
"2018","370465001993","AdVance Academy","NC","Female","53"
"2018","370465001993","AdVance Academy","NC","Male","83"
"2018","370231003432","Agriculture and Science Early College","NC","Total","153"
"2018","370231003432","Agriculture and Science Early College","NC","Unknown","0"
"2018","370231003432","Agriculture and Science Early College","NC","Female","89"
"2018","370231003432","Agriculture and Science Early College","NC","Male","64"
"2018","370216000931","Ahoskie Elementary","NC","Total","296"
"2018","370216000931","Ahoskie Elementary","NC","Unknown","0"
"2018","370216000931","Ahoskie Elementary","NC","Female","145"
"2018","370216000931","Ahoskie Elementary","NC","Male","151"
"2018","370192000814","Alamance Elementary","NC","Total","525"
"2018","370192000814","Alamance Elementary","NC","Unknown","0"
"2018","370192000814","Alamance Elementary","NC","Female","277"
"2018","370192000814","Alamance Elementary","NC","Male","248"
"2018","370432000022","Albemarle High","NC","Total","410"
"2018","370432000022","Albemarle High","NC","Unknown","0"
"2018","370432000022","Albemarle High","NC","Female","189"
"2018","370432000022","Albemarle High","NC","Male","221"
"2018","370432000023","Albemarle Middle","NC","Total","369"
"2018","370432000023","Albemarle Middle","NC","Unknown","0"
"2018","370432000023","Albemarle Middle","NC","Female","178"
"2018","370432000023","Albemarle Middle","NC","Male","191"
"2018","370297001186","Albemarle Road Elementary","NC","Total","885"
"2018","370297001186","Albemarle Road Elementary","NC","Unknown","0"
"2018","370297001186","Albemarle Road Elementary","NC","Female","401"
"2018","370297001186","Albemarle Road Elementary","NC","Male","484"
"2018","370297001187","Albemarle Road Middle","NC","Total","1154"
"2018","370297001187","Albemarle Road Middle","NC","Unknown","0"
"2018","370297001187","Albemarle Road Middle","NC","Female","553"
"2018","370297001187","Albemarle Road Middle","NC","Male","601"
"2018","370331000380","Albert H Bangert Elementary","NC","Total","440"
"2018","370331000380","Albert H Bangert Elementary","NC","Unknown","0"
"2018","370331000380","Albert H Bangert Elementary","NC","Female","222"
"2018","370331000380","Albert H Bangert Elementary","NC","Male","218"
"2018","370001100414","Alderman Road Elementary","NC","Total","700"
"2018","370001100414","Alderman Road Elementary","NC","Unknown","0"
"2018","370001100414","Alderman Road Elementary","NC","Female","346"
"2018","370001100414","Alderman Road Elementary","NC","Male","354"
"2018","370009000028","Alexander Central High","NC","Total","1219"
"2018","370009000028","Alexander Central High","NC","Unknown","0"
"2018","370009000028","Alexander Central High","NC","Female","596"
"2018","370009000028","Alexander Central High","NC","Male","623"
"2018","370009003396","Alexander Early College","NC","Total","195"
"2018","370009003396","Alexander Early College","NC","Unknown","0"
"2018","370009003396","Alexander Early College","NC","Female","109"
"2018","370009003396","Alexander Early College","NC","Male","86"
"2018","370297001188","Alexander Graham Middle","NC","Total","1420"
"2018","370297001188","Alexander Graham Middle","NC","Unknown","0"
"2018","370297001188","Alexander Graham Middle","NC","Female","701"
"2018","370297001188","Alexander Graham Middle","NC","Male","719"
"2018","370003000001","Alexander Wilson Elementary","NC","Total","626"
"2018","370003000001","Alexander Wilson Elementary","NC","Unknown","0"
"2018","370003000001","Alexander Wilson Elementary","NC","Female","297"
"2018","370003000001","Alexander Wilson Elementary","NC","Male","329"
"2018","370001102981","Alger B. Wilkins High School","NC","Total","139"
"2018","370001102981","Alger B. Wilkins High School","NC","Unknown","0"
"2018","370001102981","Alger B. Wilkins High School","NC","Female","75"
"2018","370001102981","Alger B. Wilkins High School","NC","Male","64"
"2018","370012000037","Alleghany High","NC","Total","434"
"2018","370012000037","Alleghany High","NC","Unknown","0"
"2018","370012000037","Alleghany High","NC","Female","221"
"2018","370012000037","Alleghany High","NC","Male","213"
"2018","370192000817","Allen Jay Elementary","NC","Total","474"
"2018","370192000817","Allen Jay Elementary","NC","Unknown","0"
"2018","370192000817","Allen Jay Elementary","NC","Female","239"
"2018","370192000817","Allen Jay Elementary","NC","Male","235"
"2018","370192003295","Allen Jay Middle - A Preparatory Academy","NC","Total","407"
"2018","370192003295","Allen Jay Middle - A Preparatory Academy","NC","Unknown","0"
"2018","370192003295","Allen Jay Middle - A Preparatory Academy","NC","Female","221"
"2018","370192003295","Allen Jay Middle - A Preparatory Academy","NC","Male","186"
"2018","370192000757","Allen Middle","NC","Total","742"
"2018","370192000757","Allen Middle","NC","Unknown","0"
"2018","370192000757","Allen Middle","NC","Female","347"
"2018","370192000757","Allen Middle","NC","Male","395"
"2018","370297001190","Allenbrook Elementary","NC","Total","282"
"2018","370297001190","Allenbrook Elementary","NC","Unknown","0"
"2018","370297001190","Allenbrook Elementary","NC","Female","124"
"2018","370297001190","Allenbrook Elementary","NC","Male","158"
"2018","370001102119","Alma O Easom Elementary","NC","Total","296"
"2018","370001102119","Alma O Easom Elementary","NC","Unknown","0"
"2018","370001102119","Alma O Easom Elementary","NC","Female","131"
"2018","370001102119","Alma O Easom Elementary","NC","Male","165"
"2018","370010302511","Alpha Academy","NC","Total","844"
"2018","370010302511","Alpha Academy","NC","Unknown","0"
"2018","370010302511","Alpha Academy","NC","Female","431"
"2018","370010302511","Alpha Academy","NC","Male","413"
"2018","370472003214","Alston Ridge Elementary","NC","Total","1066"
"2018","370472003214","Alston Ridge Elementary","NC","Unknown","0"
"2018","370472003214","Alston Ridge Elementary","NC","Female","514"
"2018","370472003214","Alston Ridge Elementary","NC","Male","552"
"2018","370003000002","Altamahaw-Ossipee Elementary","NC","Total","622"
"2018","370003000002","Altamahaw-Ossipee Elementary","NC","Unknown","0"
"2018","370003000002","Altamahaw-Ossipee Elementary","NC","Female","300"
"2018","370003000002","Altamahaw-Ossipee Elementary","NC","Male","322"
"2018","370008602465","American Renaissance School","NC","Total","551"
"2018","370008602465","American Renaissance School","NC","Unknown","0"
"2018","370008602465","American Renaissance School","NC","Female","289"
"2018","370008602465","American Renaissance School","NC","Male","262"
"2018","370038103322","Anderson Creek Academy","NC","Total","254"
"2018","370038103322","Anderson Creek Academy","NC","Unknown","0"
"2018","370038103322","Anderson Creek Academy","NC","Female","128"
"2018","370038103322","Anderson Creek Academy","NC","Male","126"
"2018","370201000874","Anderson Creek Primary","NC","Total","598"
"2018","370201000874","Anderson Creek Primary","NC","Unknown","0"
"2018","370201000874","Anderson Creek Primary","NC","Female","303"
"2018","370201000874","Anderson Creek Primary","NC","Male","295"
"2018","370078000317","Andrews Elementary","NC","Total","349"
"2018","370078000317","Andrews Elementary","NC","Unknown","0"
"2018","370078000317","Andrews Elementary","NC","Female","165"
"2018","370078000317","Andrews Elementary","NC","Male","184"
"2018","370078000318","Andrews High","NC","Total","210"
"2018","370078000318","Andrews High","NC","Unknown","0"
"2018","370078000318","Andrews High","NC","Female","101"
"2018","370078000318","Andrews High","NC","Male","109"
"2018","370078001820","Andrews Middle","NC","Total","252"
"2018","370078001820","Andrews Middle","NC","Unknown","0"
"2018","370078001820","Andrews Middle","NC","Female","129"
"2018","370078001820","Andrews Middle","NC","Male","123"
"2018","370201000875","Angier Elementary","NC","Total","464"
"2018","370201000875","Angier Elementary","NC","Unknown","0"
"2018","370201000875","Angier Elementary","NC","Female","212"
"2018","370201000875","Angier Elementary","NC","Male","252"
"2018","370001100406","Anne Chesnutt Middle","NC","Total","454"
"2018","370001100406","Anne Chesnutt Middle","NC","Unknown","0"
"2018","370001100406","Anne Chesnutt Middle","NC","Female","213"
"2018","370001100406","Anne Chesnutt Middle","NC","Male","241"
"2018","370018002367","Anson Academy","NC","Total","47"
"2018","370018002367","Anson Academy","NC","Unknown","0"
"2018","370018002367","Anson Academy","NC","Female","18"
"2018","370018002367","Anson Academy","NC","Male","29"
"2018","370018002748","Anson Co. Early College High","NC","Total","233"
"2018","370018002748","Anson Co. Early College High","NC","Unknown","0"
"2018","370018002748","Anson Co. Early College High","NC","Female","142"
"2018","370018002748","Anson Co. Early College High","NC","Male","91"
"2018","370018002054","Anson High School","NC","Total","708"
"2018","370018002054","Anson High School","NC","Unknown","0"
"2018","370018002054","Anson High School","NC","Female","321"
"2018","370018002054","Anson High School","NC","Male","387"
"2018","370018002056","Anson Middle","NC","Total","685"
"2018","370018002056","Anson Middle","NC","Unknown","0"
"2018","370018002056","Anson Middle","NC","Female","347"
"2018","370018002056","Anson Middle","NC","Male","338"
"2018","370018000042","Ansonville Elementary","NC","Total","172"
"2018","370018000042","Ansonville Elementary","NC","Unknown","0"
"2018","370018000042","Ansonville Elementary","NC","Female","85"
"2018","370018000042","Ansonville Elementary","NC","Male","87"
"2018","370462002740","Antioch Elementary","NC","Total","770"
"2018","370462002740","Antioch Elementary","NC","Unknown","0"
"2018","370462002740","Antioch Elementary","NC","Female","373"
"2018","370462002740","Antioch Elementary","NC","Male","397"
"2018","370472001827","Apex Elementary","NC","Total","635"
"2018","370472001827","Apex Elementary","NC","Unknown","0"
"2018","370472001827","Apex Elementary","NC","Female","321"
"2018","370472001827","Apex Elementary","NC","Male","314"
"2018","370472003351","Apex Friendship High","NC","Total","2508"
"2018","370472003351","Apex Friendship High","NC","Unknown","0"
"2018","370472003351","Apex Friendship High","NC","Female","1270"
"2018","370472003351","Apex Friendship High","NC","Male","1238"
"2018","370472003470","Apex Friendship Middle","NC","Total","866"
"2018","370472003470","Apex Friendship Middle","NC","Unknown","0"
"2018","370472003470","Apex Friendship Middle","NC","Female","445"
"2018","370472003470","Apex Friendship Middle","NC","Male","421"
"2018","370472001829","Apex High","NC","Total","2100"
"2018","370472001829","Apex High","NC","Unknown","0"
"2018","370472001829","Apex High","NC","Female","1056"
"2018","370472001829","Apex High","NC","Male","1044"
"2018","370472001828","Apex Middle","NC","Total","1032"
"2018","370472001828","Apex Middle","NC","Unknown","0"
"2018","370472001828","Apex Middle","NC","Female","495"
"2018","370472001828","Apex Middle","NC","Male","537"
"2018","370042703457","Appalachian Academy at Middle Fork","NC","Total","283"
"2018","370042703457","Appalachian Academy at Middle Fork","NC","Unknown","0"
"2018","370042703457","Appalachian Academy at Middle Fork","NC","Female","145"
"2018","370042703457","Appalachian Academy at Middle Fork","NC","Male","138"
"2018","370210000797","Apple Valley Middle","NC","Total","906"
"2018","370210000797","Apple Valley Middle","NC","Unknown","0"
"2018","370210000797","Apple Valley Middle","NC","Female","437"
"2018","370210000797","Apple Valley Middle","NC","Male","469"
"2018","370432001707","Aquadale Elementary","NC","Total","321"
"2018","370432001707","Aquadale Elementary","NC","Unknown","0"
"2018","370432001707","Aquadale Elementary","NC","Female","146"
"2018","370432001707","Aquadale Elementary","NC","Male","175"
"2018","370003802343","Arapahoe Charter School","NC","Total","569"
"2018","370003802343","Arapahoe Charter School","NC","Unknown","0"
"2018","370003802343","Arapahoe Charter School","NC","Female","274"
"2018","370003802343","Arapahoe Charter School","NC","Male","295"
"2018","370378001514","Archdale Elementary","NC","Total","366"
"2018","370378001514","Archdale Elementary","NC","Unknown","0"
"2018","370378001514","Archdale Elementary","NC","Female","177"
"2018","370378001514","Archdale Elementary","NC","Male","189"
"2018","370378001515","Archdale-Trinity Middle","NC","Total","683"
"2018","370378001515","Archdale-Trinity Middle","NC","Unknown","0"
"2018","370378001515","Archdale-Trinity Middle","NC","Female","322"
"2018","370378001515","Archdale-Trinity Middle","NC","Male","361"
"2018","370192000758","Archer Elementary","NC","Total","427"
"2018","370192000758","Archer Elementary","NC","Unknown","0"
"2018","370192000758","Archer Elementary","NC","Female","193"
"2018","370192000758","Archer Elementary","NC","Male","234"
"2018","370237002998","Archer Lodge Middle","NC","Total","1180"
"2018","370237002998","Archer Lodge Middle","NC","Unknown","0"
"2018","370237002998","Archer Lodge Middle","NC","Female","573"
"2018","370237002998","Archer Lodge Middle","NC","Male","607"
"2018","370297002910","Ardrey Kell High","NC","Total","3315"
"2018","370297002910","Ardrey Kell High","NC","Unknown","0"
"2018","370297002910","Ardrey Kell High","NC","Female","1599"
"2018","370297002910","Ardrey Kell High","NC","Male","1716"
"2018","370035003296","Aristotle Preparatory Academy","NC","Total","115"
"2018","370035003296","Aristotle Preparatory Academy","NC","Unknown","0"
"2018","370035003296","Aristotle Preparatory Academy","NC","Female","51"
"2018","370035003296","Aristotle Preparatory Academy","NC","Male","64"
"2018","370001102085","Armstrong Elementary","NC","Total","439"
"2018","370001102085","Armstrong Elementary","NC","Unknown","0"
"2018","370001102085","Armstrong Elementary","NC","Female","210"
"2018","370001102085","Armstrong Elementary","NC","Male","229"
"2018","370331002181","Arthur W Edwards Elementary","NC","Total","625"
"2018","370331002181","Arthur W Edwards Elementary","NC","Unknown","0"
"2018","370331002181","Arthur W Edwards Elementary","NC","Female","311"
"2018","370331002181","Arthur W Edwards Elementary","NC","Male","314"
"2018","370011702569","ArtSpace Charter School","NC","Total","387"
"2018","370011702569","ArtSpace Charter School","NC","Unknown","0"
"2018","370011702569","ArtSpace Charter School","NC","Female","197"
"2018","370011702569","ArtSpace Charter School","NC","Male","190"
"2018","370268002392","Asbury Academy","NC","Total","52"
"2018","370268002392","Asbury Academy","NC","Unknown","0"
"2018","370268002392","Asbury Academy","NC","Female","12"
"2018","370268002392","Asbury Academy","NC","Male","40"
"2018","370043803459","Ascend Leadership Academy: Lee County","NC","Total","163"
"2018","370043803459","Ascend Leadership Academy: Lee County","NC","Unknown","0"
"2018","370043803459","Ascend Leadership Academy: Lee County","NC","Female","79"
"2018","370043803459","Ascend Leadership Academy: Lee County","NC","Male","84"
"2018","370162000663","Ashbrook High","NC","Total","1285"
"2018","370162000663","Ashbrook High","NC","Unknown","0"
"2018","370162000663","Ashbrook High","NC","Female","611"
"2018","370162000663","Ashbrook High","NC","Male","674"
"2018","370021003474","Ashe County Early College High","NC","Total","60"
"2018","370021003474","Ashe County Early College High","NC","Unknown","0"
"2018","370021003474","Ashe County Early College High","NC","Female","41"
"2018","370021003474","Ashe County Early College High","NC","Male","19"
"2018","370021002425","Ashe County High","NC","Total","875"
"2018","370021002425","Ashe County High","NC","Unknown","0"
"2018","370021002425","Ashe County High","NC","Female","420"
"2018","370021002425","Ashe County High","NC","Male","455"
"2018","370021002426","Ashe County Middle","NC","Total","473"
"2018","370021002426","Ashe County Middle","NC","Unknown","0"
"2018","370021002426","Ashe County Middle","NC","Female","233"
"2018","370021002426","Ashe County Middle","NC","Male","240"
"2018","370024000062","Asheboro High","NC","Total","1300"
"2018","370024000062","Asheboro High","NC","Unknown","0"
"2018","370024000062","Asheboro High","NC","Female","638"
"2018","370024000062","Asheboro High","NC","Male","662"
"2018","370027000070","Asheville High","NC","Total","994"
"2018","370027000070","Asheville High","NC","Unknown","0"
"2018","370027000070","Asheville High","NC","Female","471"
"2018","370027000070","Asheville High","NC","Male","523"
"2018","370027000079","Asheville Middle","NC","Total","741"
"2018","370027000079","Asheville Middle","NC","Unknown","0"
"2018","370027000079","Asheville Middle","NC","Female","363"
"2018","370027000079","Asheville Middle","NC","Male","378"
"2018","370027003436","Asheville Primary","NC","Total","160"
"2018","370027003436","Asheville Primary","NC","Unknown","0"
"2018","370027003436","Asheville Primary","NC","Female","75"
"2018","370027003436","Asheville Primary","NC","Male","85"
"2018","370150002446","Ashley Academy","NC","Total","427"
"2018","370150002446","Ashley Academy","NC","Unknown","0"
"2018","370150002446","Ashley Academy","NC","Female","195"
"2018","370150002446","Ashley Academy","NC","Male","232"
"2018","370387000788","Ashley Chapel Educational Center","NC","Total","66"
"2018","370387000788","Ashley Chapel Educational Center","NC","Unknown","0"
"2018","370387000788","Ashley Chapel Educational Center","NC","Female","26"
"2018","370387000788","Ashley Chapel Educational Center","NC","Male","40"
"2018","370001100394","Ashley Elementary","NC","Total","200"
"2018","370001100394","Ashley Elementary","NC","Unknown","0"
"2018","370001100394","Ashley Elementary","NC","Female","95"
"2018","370001100394","Ashley Elementary","NC","Male","105"
"2018","370297001192","Ashley Park PreK-8 School","NC","Total","528"
"2018","370297001192","Ashley Park PreK-8 School","NC","Unknown","0"
"2018","370297001192","Ashley Park PreK-8 School","NC","Female","272"
"2018","370297001192","Ashley Park PreK-8 School","NC","Male","256"
"2018","370472001830","Athens Drive High","NC","Total","2090"
"2018","370472001830","Athens Drive High","NC","Unknown","0"
"2018","370472001830","Athens Drive High","NC","Female","1028"
"2018","370472001830","Athens Drive High","NC","Male","1062"
"2018","370150003176","Atkins Academic & Tech High","NC","Total","1019"
"2018","370150003176","Atkins Academic & Tech High","NC","Unknown","0"
"2018","370150003176","Atkins Academic & Tech High","NC","Female","381"
"2018","370150003176","Atkins Academic & Tech High","NC","Male","638"
"2018","370210002094","Atkinson Elementary","NC","Total","343"
"2018","370210002094","Atkinson Elementary","NC","Unknown","0"
"2018","370210002094","Atkinson Elementary","NC","Female","157"
"2018","370210002094","Atkinson Elementary","NC","Male","186"
"2018","370063000249","Atlantic Elementary","NC","Total","86"
"2018","370063000249","Atlantic Elementary","NC","Unknown","0"
"2018","370063000249","Atlantic Elementary","NC","Female","36"
"2018","370063000249","Atlantic Elementary","NC","Male","50"
"2018","370003002501","Audrey W. Garrett Elementary","NC","Total","625"
"2018","370003002501","Audrey W. Garrett Elementary","NC","Unknown","0"
"2018","370003002501","Audrey W. Garrett Elementary","NC","Female","321"
"2018","370003002501","Audrey W. Garrett Elementary","NC","Male","304"
"2018","370036000104","Aulander Elementary","NC","Total","142"
"2018","370036000104","Aulander Elementary","NC","Unknown","0"
"2018","370036000104","Aulander Elementary","NC","Female","75"
"2018","370036000104","Aulander Elementary","NC","Male","67"
"2018","370195000856","Aurelian Springs Institute of Global Lea","NC","Total","239"
"2018","370195000856","Aurelian Springs Institute of Global Lea","NC","Unknown","0"
"2018","370195000856","Aurelian Springs Institute of Global Lea","NC","Female","127"
"2018","370195000856","Aurelian Springs Institute of Global Lea","NC","Male","112"
"2018","370472001831","Aversboro Elementary","NC","Total","480"
"2018","370472001831","Aversboro Elementary","NC","Unknown","0"
"2018","370472001831","Aversboro Elementary","NC","Female","235"
"2018","370472001831","Aversboro Elementary","NC","Male","245"
"2018","370030000081","Avery County High","NC","Total","430"
"2018","370030000081","Avery County High","NC","Unknown","0"
"2018","370030000081","Avery County High","NC","Female","211"
"2018","370030000081","Avery County High","NC","Male","219"
"2018","370030003229","Avery High STEM Academy","NC","Total","85"
"2018","370030003229","Avery High STEM Academy","NC","Unknown","0"
"2018","370030003229","Avery High STEM Academy","NC","Female","54"
"2018","370030003229","Avery High STEM Academy","NC","Male","31"
"2018","370030003230","Avery High Viking Academy","NC","Total","52"
"2018","370030003230","Avery High Viking Academy","NC","Unknown","0"
"2018","370030003230","Avery High Viking Academy","NC","Female","19"
"2018","370030003230","Avery High Viking Academy","NC","Male","33"
"2018","370030000085","Avery Middle","NC","Total","262"
"2018","370030000085","Avery Middle","NC","Unknown","0"
"2018","370030000085","Avery Middle","NC","Female","130"
"2018","370030000085","Avery Middle","NC","Male","132"
"2018","370045001781","Averys Creek Elementary","NC","Total","546"
"2018","370045001781","Averys Creek Elementary","NC","Unknown","0"
"2018","370045001781","Averys Creek Elementary","NC","Female","273"
"2018","370045001781","Averys Creek Elementary","NC","Male","273"
"2018","370465001812","Aycock Elementary","NC","Total","463"
"2018","370465001812","Aycock Elementary","NC","Unknown","0"
"2018","370465001812","Aycock Elementary","NC","Female","227"
"2018","370465001812","Aycock Elementary","NC","Male","236"
"2018","370001201489","Ayden Elementary","NC","Total","686"
"2018","370001201489","Ayden Elementary","NC","Unknown","0"
"2018","370001201489","Ayden Elementary","NC","Female","329"
"2018","370001201489","Ayden Elementary","NC","Male","357"
"2018","370001201490","Ayden Middle","NC","Total","382"
"2018","370001201490","Ayden Middle","NC","Unknown","0"
"2018","370001201490","Ayden Middle","NC","Female","200"
"2018","370001201490","Ayden Middle","NC","Male","182"
"2018","370001201491","Ayden-Grifton High","NC","Total","657"
"2018","370001201491","Ayden-Grifton High","NC","Unknown","0"
"2018","370001201491","Ayden-Grifton High","NC","Female","299"
"2018","370001201491","Ayden-Grifton High","NC","Male","358"
"2018","370033001360","B C Ed Tech Center","NC","Total","70"
"2018","370033001360","B C Ed Tech Center","NC","Unknown","0"
"2018","370033001360","B C Ed Tech Center","NC","Female","29"
"2018","370033001360","B C Ed Tech Center","NC","Male","41"
"2018","370120000492","B F Grady Elementary","NC","Total","904"
"2018","370120000492","B F Grady Elementary","NC","Unknown","0"
"2018","370120000492","B F Grady Elementary","NC","Female","450"
"2018","370120000492","B F Grady Elementary","NC","Male","454"
"2018","370502001992","B O Barnes Elementary","NC","Total","363"
"2018","370502001992","B O Barnes Elementary","NC","Unknown","0"
"2018","370502001992","B O Barnes Elementary","NC","Female","177"
"2018","370502001992","B O Barnes Elementary","NC","Male","186"
"2018","370003000003","B. Everett Jordan Elementary","NC","Total","373"
"2018","370003000003","B. Everett Jordan Elementary","NC","Unknown","0"
"2018","370003000003","B. Everett Jordan Elementary","NC","Female","184"
"2018","370003000003","B. Everett Jordan Elementary","NC","Male","189"
"2018","370432001708","Badin Elementary","NC","Total","515"
"2018","370432001708","Badin Elementary","NC","Unknown","0"
"2018","370432001708","Badin Elementary","NC","Female","261"
"2018","370432001708","Badin Elementary","NC","Male","254"
"2018","370327001341","Bailey Elementary","NC","Total","609"
"2018","370327001341","Bailey Elementary","NC","Unknown","0"
"2018","370327001341","Bailey Elementary","NC","Female","298"
"2018","370327001341","Bailey Elementary","NC","Male","311"
"2018","370297002870","Bailey Middle","NC","Total","1702"
"2018","370297002870","Bailey Middle","NC","Unknown","0"
"2018","370297002870","Bailey Middle","NC","Female","859"
"2018","370297002870","Bailey Middle","NC","Male","843"
"2018","370472002006","Baileywick Road Elementary","NC","Total","405"
"2018","370472002006","Baileywick Road Elementary","NC","Unknown","0"
"2018","370472002006","Baileywick Road Elementary","NC","Female","195"
"2018","370472002006","Baileywick Road Elementary","NC","Male","210"
"2018","370297001193","Bain Elementary","NC","Total","940"
"2018","370297001193","Bain Elementary","NC","Unknown","0"
"2018","370297001193","Bain Elementary","NC","Female","484"
"2018","370297001193","Bain Elementary","NC","Male","456"
"2018","370507002023","Bald Creek Elementary","NC","Total","180"
"2018","370507002023","Bald Creek Elementary","NC","Unknown","0"
"2018","370507002023","Bald Creek Elementary","NC","Female","83"
"2018","370507002023","Bald Creek Elementary","NC","Male","97"
"2018","370024000064","Balfour Elementary","NC","Total","517"
"2018","370024000064","Balfour Elementary","NC","Unknown","0"
"2018","370024000064","Balfour Elementary","NC","Female","246"
"2018","370024000064","Balfour Elementary","NC","Male","271"
"2018","370297003026","Ballantyne Elementary","NC","Total","879"
"2018","370297003026","Ballantyne Elementary","NC","Unknown","0"
"2018","370297003026","Ballantyne Elementary","NC","Female","459"
"2018","370297003026","Ballantyne Elementary","NC","Male","420"
"2018","370472002652","Ballentine Elementary","NC","Total","649"
"2018","370472002652","Ballentine Elementary","NC","Unknown","0"
"2018","370472002652","Ballentine Elementary","NC","Female","291"
"2018","370472002652","Ballentine Elementary","NC","Male","358"
"2018","370069000273","Balls Creek Elementary","NC","Total","705"
"2018","370069000273","Balls Creek Elementary","NC","Unknown","0"
"2018","370069000273","Balls Creek Elementary","NC","Female","318"
"2018","370069000273","Balls Creek Elementary","NC","Male","387"
"2018","370069000274","Bandys High","NC","Total","847"
"2018","370069000274","Bandys High","NC","Unknown","0"
"2018","370069000274","Bandys High","NC","Female","407"
"2018","370069000274","Bandys High","NC","Male","440"
"2018","370261001086","Banks Elementary","NC","Total","542"
"2018","370261001086","Banks Elementary","NC","Unknown","0"
"2018","370261001086","Banks Elementary","NC","Female","274"
"2018","370261001086","Banks Elementary","NC","Male","268"
"2018","370472003132","Banks Road Elementary","NC","Total","768"
"2018","370472003132","Banks Road Elementary","NC","Unknown","0"
"2018","370472003132","Banks Road Elementary","NC","Female","390"
"2018","370472003132","Banks Road Elementary","NC","Male","378"
"2018","370030000082","Banner Elk Elementary","NC","Total","173"
"2018","370030000082","Banner Elk Elementary","NC","Unknown","0"
"2018","370030000082","Banner Elk Elementary","NC","Female","84"
"2018","370030000082","Banner Elk Elementary","NC","Male","89"
"2018","370069000275","Banoak Elementary","NC","Total","310"
"2018","370069000275","Banoak Elementary","NC","Unknown","0"
"2018","370069000275","Banoak Elementary","NC","Female","168"
"2018","370069000275","Banoak Elementary","NC","Male","142"
"2018","370045001003","Barnardsville Elementary","NC","Total","164"
"2018","370045001003","Barnardsville Elementary","NC","Unknown","0"
"2018","370045001003","Barnardsville Elementary","NC","Female","77"
"2018","370045001003","Barnardsville Elementary","NC","Male","87"
"2018","370297003023","Barnette Elementary","NC","Total","764"
"2018","370297003023","Barnette Elementary","NC","Unknown","0"
"2018","370297003023","Barnette Elementary","NC","Female","392"
