year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,enrollment
"2019","240048001446","A. Mario Loiederman Middle","MD","Montgomery County Public Schools","Middle","Regular school","No","999"
"2019","240009000143","Abbottston Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","409"
"2019","240039000679","Aberdeen High","MD","Harford County Public Schools","High","Regular school","No","1431"
"2019","240039000678","Aberdeen Middle","MD","Harford County Public Schools","Middle","Regular school","No","1203"
"2019","240039000162","Abingdon Elementary","MD","Harford County Public Schools","Primary","Regular school","No","724"
"2019","240009001381","Academy for College and Career Exploration","MD","Baltimore City Public Schools","High","Regular school","No","616"
"2019","240051001704","Academy of Health Sciences at PGCC","MD","Prince Georges County Public Schools","High","Regular school","No","563"
"2019","240036000662","Accident Elementary","MD","Garrett County Public Schools","Primary","Regular school","No","281"
"2019","240051001686","Accokeek Academy","MD","Prince Georges County Public Schools","Primary","Regular school","No","1637"
"2019","240009000236","Achievement Academy at Harbor City High","MD","Baltimore City Public Schools","High","Other/alternative school","No","433"
"2019","240051000965","Adelphi Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","775"
"2019","240012000910","Afternoon Group Learning Centers","MD","Baltimore County Public Schools","Missing/not reported","Other/alternative school","No",""
"2019","240009001661","Afya Public Charter School","MD","Baltimore City Public Schools","Middle","Regular school","Yes","228"
"2019","240048000773","Albert Einstein High","MD","Montgomery County Public Schools","High","Regular school","No","1818"
"2019","240009000145","Alexander Hamilton Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","160"
"2019","240003000001","Allegany High","MD","Allegany County Public Schools","High","Regular school","No","721"
"2019","240051000966","Allenwood Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","435"
"2019","240048001451","Alternative Programs","MD","Montgomery County Public Schools","High","Other/alternative school","No","126"
"2019","240051001683","Andrew Jackson Academy","MD","Prince Georges County Public Schools","Primary","Regular school","No","504"
"2019","240006000035","Annapolis Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","214"
"2019","240006000037","Annapolis High","MD","Anne Arundel County Public Schools","High","Regular school","No","2103"
"2019","240006000036","Annapolis Middle","MD","Anne Arundel County Public Schools","Middle","Regular school","No","1044"
"2019","240051000865","Annapolis Road Academy","MD","Prince Georges County Public Schools","Secondary","Other/alternative school","No","120"
"2019","240006000899","Anne Arundel Evening High","MD","Anne Arundel County Public Schools","High","Other/alternative school","No","296"
"2019","240051000969","Apple Grove Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","512"
"2019","240042002949","Applications and Research Laboratory","MD","Howard County Public Schools","Ungraded","Other/alternative school","No","0"
"2019","240012000341","Arbutus Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","404"
"2019","240012000342","Arbutus Middle","MD","Baltimore County Public Schools","Middle","Regular school","No","951"
"2019","240048001643","Arcola Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","748"
"2019","240051000970","Ardmore Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","435"
"2019","240048000409","Argyle Middle","MD","Montgomery County Public Schools","Middle","Regular school","No","1024"
"2019","240009000146","Arlington Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","392"
"2019","240009000147","Armistead Gardens Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","809"
"2019","240006000038","Arnold Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","543"
"2019","240051000971","Arrowhead Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","406"
"2019","240027000582","Arthur Middleton Elementary School","MD","Charles County Public Schools","Primary","Regular school","No","551"
"2019","240009000148","Arundel Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","523"
"2019","240006000040","Arundel High","MD","Anne Arundel County Public Schools","High","Regular school","No","2200"
"2019","240006000039","Arundel Middle","MD","Anne Arundel County Public Schools","Middle","Regular school","No","1068"
"2019","240048000776","Ashburton Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","922"
"2019","240042000718","Atholton Elementary","MD","Howard County Public Schools","Primary","Regular school","No","504"
"2019","240042000719","Atholton High","MD","Howard County Public Schools","High","Regular school","No","1460"
"2019","240009001387","Augusta Fells Savage Institute of Visual Arts","MD","Baltimore City Public Schools","High","Regular school","No","434"
"2019","240051000972","Avalon Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","374"
"2019","240051000973","Baden Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","209"
"2019","240024000556","Bainbridge Elementary","MD","Cecil County Public Schools","Primary","Regular school","No","284"
"2019","240039000680","Bakerfield Elementary","MD","Harford County Public Schools","Primary","Regular school","No","426"
"2019","240033090471","Ballenger Creek Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","586"
"2019","240033090446","Ballenger Creek Middle","MD","Frederick County Public Schools","Middle","Regular school","No","817"
"2019","240009000150","Baltimore City College","MD","Baltimore City Public Schools","High","Regular school","No","1402"
"2019","240009001736","Baltimore Collegiate School for Boys","MD","Baltimore City Public Schools","Middle","Regular school","Yes","432"
"2019","240012001341","Baltimore County Home & Hospital","MD","Baltimore County Public Schools","Ungraded","Other/alternative school","No","0"
"2019","240009001703","Baltimore Design School","MD","Baltimore City Public Schools","High","Regular school","No","511"
"2019","240012000344","Baltimore Highlands Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","551"
"2019","240009001752","Baltimore International Academy West","MD","Baltimore City Public Schools","Primary","Regular school","Yes","69"
"2019","240009001631","Baltimore International Academy","MD","Baltimore City Public Schools","Primary","Regular school","Yes","736"
"2019","240009001682","Baltimore Leadership School for Young Women","MD","Baltimore City Public Schools","High","Regular school","Yes","539"
"2019","240009001657","Baltimore Montessori Public Charter School","MD","Baltimore City Public Schools","Primary","Regular school","Yes","456"
"2019","240009000151","Baltimore Polytechnic Institute","MD","Baltimore City Public Schools","High","Regular school","No","1584"
"2019","240009001391","Baltimore School for the Arts","MD","Baltimore City Public Schools","High","Regular school","No","438"
"2019","240009001733","Banneker Blake Academy of Arts and Sciences","MD","Baltimore City Public Schools","Missing/not reported","Regular school","Yes",""
"2019","240048000779","Bannockburn Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","461"
"2019","240051001697","Barack Obama Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","753"
"2019","240066001674","Barbara Ingram School for the Arts","MD","Washingtion County Public Schools","High","Regular school","No","303"
"2019","240009000152","Barclay Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","477"
"2019","240009001735","Bard High School Early College","MD","Baltimore City Public Schools","High","Regular school","No","446"
"2019","240051000974","Barnaby Manor Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","501"
"2019","240015001655","Barstow Elementary","MD","Calvert County Public Schools","Primary","Regular school","No","658"
"2019","240012000345","Battle Grove Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","346"
"2019","240012000346","Battle Monument School","MD","Baltimore County Public Schools","Other","Special education school","No","63"
"2019","240024000557","Bay View Elementary","MD","Cecil County Public Schools","Primary","Regular school","No","464"
"2019","240009000154","Bay-Brook Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","427"
"2019","240048001747","Bayard Rustin Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","719"
"2019","240054000202","Bayside Elementary School","MD","Queen Annes County Public Schools","Primary","Regular school","No","420"
"2019","240012001711","BCDC Educational Center","MD","Baltimore County Public Schools","High","Other/alternative school","No","33"
"2019","240015000505","Beach Elementary","MD","Calvert County Public Schools","Primary","Regular school","No","518"
"2019","240051000975","Beacon Heights Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","461"
"2019","240048000947","Beall Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","531"
"2019","240003000003","Beall Elementary","MD","Allegany County Public Schools","Primary","Regular school","No","441"
"2019","240012000347","Bear Creek Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","495"
"2019","240069001298","Beaver Run School","MD","Wicomico County Public Schools","Primary","Regular school","No","605"
"2019","240012000348","Bedford Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","331"
"2019","240009000155","Beechfield Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","635"
"2019","240039000681","Bel Air Elementary","MD","Harford County Public Schools","Primary","Regular school","No","531"
"2019","240003000005","Bel Air Elementary","MD","Allegany County Public Schools","Primary","Regular school","No","225"
"2019","240039000683","Bel Air High","MD","Harford County Public Schools","High","Regular school","No","1560"
"2019","240039001397","Bel Air Middle","MD","Harford County Public Schools","Middle","Regular school","No","1435"
"2019","240048000780","Bel Pre Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","612"
"2019","240006000043","Belle Grove Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","309"
"2019","240042001551","Bellows Spring Elementary","MD","Howard County Public Schools","Primary","Regular school","No","776"
"2019","240048000781","Bells Mill Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","642"
"2019","240048000782","Belmont Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","348"
"2019","240009000156","Belmont Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","262"
"2019","240051000978","Beltsville Academy","MD","Prince Georges County Public Schools","Primary","Regular school","No","1162"
"2019","240006000044","Belvedere Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","532"
"2019","240006000045","Benfield Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","410"
"2019","240060001216","Benjamin Banneker Elementary","MD","St. Marys County Public Schools","Primary","Regular school","No","625"
"2019","240048000783","Benjamin Banneker Middle","MD","Montgomery County Public Schools","Middle","Regular school","No","900"
"2019","240051001684","Benjamin D. Foulois Academy","MD","Prince Georges County Public Schools","Primary","Regular school","No","538"
"2019","240009000157","Benjamin Franklin High School at Masonville Cove","MD","Baltimore City Public Schools","High","Regular school","No","547"
"2019","240027000583","Benjamin Stoddert Middle School","MD","Charles County Public Schools","Middle","Regular school","No","814"
"2019","240051001464","Benjamin Stoddert Middle","MD","Prince Georges County Public Schools","Middle","Regular school","No","696"
"2019","240051000982","Benjamin Tasker Middle School","MD","Prince Georges County Public Schools","Middle","Regular school","No","1031"
"2019","240069001299","Bennett Middle","MD","Wicomico County Public Schools","Middle","Regular school","No","965"
"2019","240012000349","Berkshire Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","484"
"2019","240072001323","Berlin Intermediate","MD","Worcester County Public Schools","Middle","Regular school","No","799"
"2019","240027000805","Berry Elementary School","MD","Charles County Public Schools","Primary","Regular school","No","717"
"2019","240051001272","Berwyn Heights Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","473"
"2019","240066001253","Bester Elementary","MD","Washingtion County Public Schools","Primary","Regular school","No","570"
"2019","240048000785","Bethesda Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","665"
"2019","240048000784","Bethesda-Chevy Chase High","MD","Montgomery County Public Schools","High","Regular school","No","2257"
"2019","240048000786","Beverly Farms Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","585"
"2019","240027001757","Billingsley Elementary School","MD","Charles County Public Schools","Primary","Regular school","No","725"
"2019","240051000985","Bladensburg Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","795"
"2019","240051000987","Bladensburg High","MD","Prince Georges County Public Schools","High","Regular school","No","1936"
"2019","240009001675","Bluford Drew Jemison STEM Academy West","MD","Baltimore City Public Schools","High","Regular school","No","227"
"2019","240006000046","Bodkin Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","557"
"2019","240024000558","Bohemia Manor High","MD","Cecil County Public Schools","High","Regular school","No","647"
"2019","240024000791","Bohemia Manor Middle","MD","Cecil County Public Schools","Middle","Regular school","No","495"
"2019","240042001507","Bollman Bridge Elementary","MD","Howard County Public Schools","Primary","Regular school","No","765"
"2019","240051000988","Bond Mill Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","507"
"2019","240042001172","Bonnie Branch Middle","MD","Howard County Public Schools","Middle","Regular school","No","703"
"2019","240009000160","Booker T. Washington Middle","MD","Baltimore City Public Schools","Middle","Regular school","No","242"
"2019","240066001254","Boonsboro Elementary","MD","Washingtion County Public Schools","Primary","Regular school","No","622"
"2019","240066001256","Boonsboro High","MD","Washingtion County Public Schools","High","Regular school","No","902"
"2019","240066001255","Boonsboro Middle","MD","Washingtion County Public Schools","Middle","Regular school","No","702"
"2019","240051000990","Bowie High","MD","Prince Georges County Public Schools","High","Regular school","No","2428"
"2019","240051000991","Bradbury Heights Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","496"
"2019","240003000006","Braddock Middle","MD","Allegany County Public Schools","Middle","Regular school","No","620"
"2019","240048000787","Bradley Hills Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","566"
"2019","240051000992","Brandywine Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","412"
"2019","240048090450","Briggs Chaney Middle","MD","Montgomery County Public Schools","Middle","Regular school","No","936"
"2019","240036000664","Broad Ford Elementary","MD","Garrett County Public Schools","Primary","Regular school","No","582"
"2019","240006000047","Broadneck Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","774"
"2019","240006001402","Broadneck High","MD","Anne Arundel County Public Schools","High","Regular school","No","2221"
"2019","240006000048","Brock Bridge Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","600"
"2019","240048090451","Brooke Grove Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","464"
"2019","240048000789","Brookhaven Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","467"
"2019","240006000049","Brooklyn Park Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","450"
"2019","240006000050","Brooklyn Park Middle","MD","Anne Arundel County Public Schools","Middle","Regular school","No","837"
"2019","240048000792","Brown Station Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","636"
"2019","240033000626","Brunswick Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","762"
"2019","240033000627","Brunswick High","MD","Frederick County Public Schools","High","Regular school","No","792"
"2019","240033001409","Brunswick Middle","MD","Frederick County Public Schools","Middle","Regular school","No","573"
"2019","240042000720","Bryant Woods Elementary","MD","Howard County Public Schools","Primary","Regular school","No","448"
"2019","240051000993","Buck Lodge Middle","MD","Prince Georges County Public Schools","Middle","Regular school","No","1302"
"2019","240072001325","Buckingham Elementary","MD","Worcester County Public Schools","Primary","Regular school","No","560"
"2019","240042000173","Burleigh Manor Middle School","MD","Howard County Public Schools","Middle","Regular school","No","811"
"2019","240048000793","Burning Tree Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","469"
"2019","240048090452","Burnt Mills Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","578"
"2019","240048000794","Burtonsville Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","604"
"2019","240042000721","Bushy Park Elementary","MD","Howard County Public Schools","Primary","Regular school","No","638"
"2019","240033001748","Butterfly Ridge Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","675"
"2019","240051001384","C. Elizabeth Rieg Regional Center","MD","Prince Georges County Public Schools","Other","Special education school","No","115"
"2019","240039001380","C. Milton Wright High","MD","Harford County Public Schools","High","Regular school","No","1363"
"2019","240027000380","C. Paul Barnhart Elementary School","MD","Charles County Public Schools","Primary","Regular school","No","648"
"2019","240048001526","Cabin John Middle School","MD","Montgomery County Public Schools","Middle","Regular school","No","1040"
"2019","240009000163","Callaway Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","303"
"2019","240015000509","Calvert Country School","MD","Calvert County Public Schools","Other","Special education school","No","46"
"2019","240015001344","Calvert County Alternative School","MD","Calvert County Public Schools","High","Other/alternative school","No","6"
"2019","240024000559","Calvert Elementary","MD","Cecil County Public Schools","Primary","Regular school","No","432"
"2019","240015000517","Calvert Elementary","MD","Calvert County Public Schools","Primary","Regular school","No","516"
"2019","240015000508","Calvert High","MD","Calvert County Public Schools","High","Regular school","No","1161"
"2019","240015000507","Calvert Middle","MD","Calvert County Public Schools","Middle","Regular school","No","601"
"2019","240051000995","Calverton Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","853"
"2019","240009000164","Calverton Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","358"
"2019","240009001390","Calvin M. Rodwell Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","729"
"2019","240030000612","Cambridge-South Dorchester High School","MD","Dorchester County Public Schools","High","Regular school","No","745"
"2019","240012000012","Campfield Early Childhood Center","MD","Baltimore County Public Schools","Primary","Regular school","No","410"
"2019","240048000796","Candlewood Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","387"
"2019","240048000797","Cannon Road Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","412"
"2019","240006000051","Cape St. Claire Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","625"
"2019","240051000997","Capitol Heights Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","336"
"2019","240048001523","Captain James E. Daly Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","618"
"2019","240060001732","Captain Walter Francis Duke Elementary","MD","St. Marys County Public Schools","Primary","Regular school","No","562"
"2019","240048000798","Carderock Springs Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","366"
"2019","240051001755","Career and Technical Education Evening High","MD","Prince Georges County Public Schools","Secondary","Vocational school","No","15"
"2019","240015000962","Career and Technology Academy","MD","Calvert County Public Schools","Ungraded","Vocational school","No","0"
"2019","240048000799","Carl Sandburg Center","MD","Montgomery County Public Schools","Primary","Special education school","No","97"
"2019","240051000998","Carmody Hills Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","423"
"2019","240012000351","Carney Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","638"
"2019","240051000999","Carole Highlands Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","515"
"2019","240018000968","Caroline Career & Technology Center","MD","Caroline County Public Schools","Ungraded","Vocational school","No","0"
"2019","240006001746","Carrie Weedon Early Education Center","MD","Anne Arundel County Public Schools","Prekindergarten","Regular school","No","61"
"2019","240021000979","Carroll County Career & Technology Center","MD","Carroll County Public Schools","Ungraded","Vocational school","No","0"
"2019","240033001712","Carroll Creek Montessori Public Charter","MD","Frederick County Public Schools","Primary","Regular school","Yes","318"
"2019","240033000628","Carroll Manor Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","577"
"2019","240012000352","Carroll Manor Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","389"
"2019","240021000527","Carroll Springs School","MD","Carroll County Public Schools","Other","Special education school","No","33"
"2019","240051001000","Carrollton Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","623"
"2019","240021000529","Carrolltowne Elementary","MD","Carroll County Public Schools","Primary","Regular school","No","591"
"2019","240057001535","Carter G Woodson Elementary","MD","Somerset County Public Schools","Primary","Regular school","No","536"
"2019","240009000168","Carver Vocational-Technical High","MD","Baltimore City Public Schools","High","Vocational school","No","885"
"2019","240066001258","Cascade Elementary","MD","Washingtion County Public Schools","Primary","Regular school","No","150"
"2019","240003001338","Cash Valley Elementary","MD","Allegany County Public Schools","Primary","Regular school","No","279"
"2019","240048000800","Cashell Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","340"
"2019","240051001001","Catherine T. Reed Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","508"
"2019","240033000629","Catoctin High","MD","Frederick County Public Schools","High","Regular school","No","749"
"2019","240012000436","Catonsville Center for Alternative Studies","MD","Baltimore County Public Schools","High","Other/alternative school","No","55"
"2019","240012000353","Catonsville Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","668"
"2019","240012000355","Catonsville High","MD","Baltimore County Public Schools","High","Regular school","No","1826"
"2019","240012000354","Catonsville Middle","MD","Baltimore County Public Schools","Middle","Regular school","No","850"
"2019","240024000984","Cecil County School of Technology","MD","Cecil County Public Schools","Ungraded","Vocational school","No","0"
"2019","240009000169","Cecil Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","391"
"2019","240024000560","Cecil Manor Elementary","MD","Cecil County Public Schools","Primary","Regular school","No","408"
"2019","240024000562","Cecilton Elementary","MD","Cecil County Public Schools","Primary","Regular school","No","319"
"2019","240072001326","Cedar Chapel Special School","MD","Worcester County Public Schools","Other","Special education school","No","55"
"2019","240048000801","Cedar Grove Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","418"
"2019","240042001415","Cedar Lane Special Center","MD","Howard County Public Schools","Other","Special education school","No","117"
"2019","240012000356","Cedarmere Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","539"
"2019","240042000722","Centennial High","MD","Howard County Public Schools","High","Regular school","No","1597"
"2019","240042000723","Centennial Lane Elementary","MD","Howard County Public Schools","Primary","Regular school","No","719"
"2019","240003000030","Center for Career & Technical Education","MD","Allegany County Public Schools","High","Vocational school","No","203"
"2019","240039000480","Center for Educational Opportunity","MD","Harford County Public Schools","High","Other/alternative school","No","74"
"2019","240006000905","Center of Applied Technology-North","MD","Anne Arundel County Public Schools","Ungraded","Vocational school","No","0"
"2019","240006000906","Center of Applied Technology-South","MD","Anne Arundel County Public Schools","Ungraded","Vocational school","No","0"
"2019","240033001429","Centerville Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","972"
"2019","240012001760","Central EDLP at Loch Raven High School","MD","Baltimore County Public Schools","High","Other/alternative school","No","3"
"2019","240006000053","Central Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","601"
"2019","240051001002","Central High","MD","Prince Georges County Public Schools","High","Regular school","No","798"
"2019","240006000054","Central Middle","MD","Anne Arundel County Public Schools","Middle","Regular school","No","1284"
"2019","240006000056","Central Special School","MD","Anne Arundel County Public Schools","Other","Special education school","No","148"
"2019","240054001191","Centreville Elementary School","MD","Queen Annes County Public Schools","Primary","Regular school","No","527"
"2019","240054001190","Centreville Middle School","MD","Queen Annes County Public Schools","Middle","Regular school","No","562"
"2019","240021001161","Century High","MD","Carroll County Public Schools","High","Regular school","No","1139"
"2019","240051001139","Cesar Chavez Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","354"
"2019","240012000357","Chadwick Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","637"
"2019","240063001241","Chapel District Elementary","MD","Talbot County Public Schools","Primary","Regular school","No","371"
"2019","240051001003","Chapel Forge Early Childhood Center","MD","Prince Georges County Public Schools","Prekindergarten","Special education school","No","254"
"2019","240012000358","Chapel Hill Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","646"
"2019","240009000153","Charles Carroll Barrister Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","350"
"2019","240051001004","Charles Carroll Middle","MD","Prince Georges County Public Schools","Middle","Regular school","No","1329"
"2019","240069001315","Charles H. Chipman Elementary","MD","Wicomico County Public Schools","Primary","Regular school","No","301"
"2019","240051002951","Charles Herbert Flowers High","MD","Prince Georges County Public Schools","High","Regular school","No","2262"
"2019","240012000359","Charlesmont Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","384"
"2019","240024000563","Charlestown Elementary","MD","Cecil County Public Schools","Primary","Regular school","No","257"
"2019","240012000360","Chase Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","398"
"2019","240012000361","Chatsworth School","MD","Baltimore County Public Schools","Primary","Regular school","No","366"
"2019","240051001006","Cherokee Lane Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","580"
"2019","240024000564","Cherry Hill Middle","MD","Cecil County Public Schools","Middle","Regular school","No","431"
"2019","240006000042","Chesapeake Bay Middle","MD","Anne Arundel County Public Schools","Middle","Regular school","No","1056"
"2019","240060001639","Chesapeake Charter School","MD","St. Marys County Public Schools","Primary","Regular school","Yes","457"
"2019","240024000565","Chesapeake City Elementary","MD","Cecil County Public Schools","Primary","Regular school","No","349"
"2019","240012000362","Chesapeake High","MD","Baltimore County Public Schools","High","Regular school","No","961"
"2019","240006000058","Chesapeake High","MD","Anne Arundel County Public Schools","High","Regular school","No","1388"
"2019","240051001708","Chesapeake Math and IT Public Charter","MD","Prince Georges County Public Schools","Other","Regular school","Yes","1664"
"2019","240051001726","Chesapeake Math and IT South Public Charter","MD","Prince Georges County Public Schools","Other","Regular school","Yes","1335"
"2019","240006001401","Chesapeake Science Point","MD","Anne Arundel County Public Schools","High","Regular school","Yes","464"
"2019","240012000363","Chesapeake Terrace Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","286"
"2019","240048000803","Chevy Chase Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","466"
"2019","240051001009","Chillum Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","379"
"2019","240030000841","Choptank Elementary School","MD","Dorchester County Public Schools","Primary","Regular school","No","357"
"2019","240060001218","Chopticon High","MD","St. Marys County Public Schools","High","Regular school","No","1669"
"2019","240039000468","Church Creek Elementary","MD","Harford County Public Schools","Primary","Regular school","No","697"
"2019","240054001192","Church Hill Elementary School","MD","Queen Annes County Public Schools","Primary","Regular school","No","263"
"2019","240012000364","Church Lane Elementary Technology","MD","Baltimore County Public Schools","Primary","Regular school","No","367"
"2019","240039000684","Churchville Elementary","MD","Harford County Public Schools","Primary","Regular school","No","370"
"2019","240009001478","City Neighbors Charter School","MD","Baltimore City Public Schools","Primary","Regular school","Yes","231"
"2019","240009001680","City Neighbors Hamilton","MD","Baltimore City Public Schools","Primary","Regular school","Yes","234"
"2019","240009001690","City Neighbors High","MD","Baltimore City Public Schools","High","Regular school","Yes","418"
"2019","240009000175","City Springs Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","Yes","703"
"2019","240009000176","Claremont School","MD","Baltimore City Public Schools","High","Special education school","No","48"
"2019","240048000804","Clarksburg Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","623"
"2019","240048001541","Clarksburg High","MD","Montgomery County Public Schools","High","Regular school","No","2472"
"2019","240042000724","Clarksville Elementary","MD","Howard County Public Schools","Primary","Regular school","No","436"
"2019","240042000725","Clarksville Middle","MD","Howard County Public Schools","Middle","Regular school","No","710"
"2019","240066001259","Clear Spring Elementary","MD","Washingtion County Public Schools","Primary","Regular school","No","411"
"2019","240066001260","Clear Spring High","MD","Washingtion County Public Schools","High","Regular school","No","460"
"2019","240066001261","Clear Spring Middle","MD","Washingtion County Public Schools","Middle","Regular school","No","356"
"2019","240048001514","Clearspring Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","588"
"2019","240042001382","Clemens Crossing Elementary","MD","Howard County Public Schools","Primary","Regular school","No","508"
"2019","240051001010","Clinton Grove Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","264"
"2019","240048001494","Clopper Mill Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","539"
"2019","240048001524","Cloverly Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","511"
"2019","240012000366","Cockeysville Middle","MD","Baltimore County Public Schools","Middle","Regular school","No","910"
"2019","240048000806","Col. E. Brooke Lee Middle","MD","Montgomery County Public Schools","Middle","Regular school","No","771"
"2019","240048000808","Col. Zadok Magruder High","MD","Montgomery County Public Schools","High","Regular school","No","1697"
"2019","240048000809","Cold Spring Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","332"
"2019","240012000367","Colgate Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","433"
"2019","240048000810","College Gardens Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","634"
"2019","240051001718","College Park Academy","MD","Prince Georges County Public Schools","High","Regular school","Yes","661"
"2019","240009000179","Collington Square Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","347"
"2019","240018000518","Colonel Richardson High School","MD","Caroline County Public Schools","High","Regular school","No","513"
"2019","240018000519","Colonel Richardson Middle School","MD","Caroline County Public Schools","Middle","Regular school","No","432"
