year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,enrollment
"2019","240012000482","Sussex Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","448"
"2019","240036000676","Swan Meadow School","MD","Garrett County Public Schools","Primary","Regular school","No","59"
"2019","240042000755","Swansfield Elementary","MD","Howard County Public Schools","Primary","Regular school","No","562"
"2019","240021000547","Sykesville Middle","MD","Carroll County Public Schools","Middle","Regular school","No","784"
"2019","240027000606","T. C. Martin Elementary School","MD","Charles County Public Schools","Primary","Regular school","No","522"
"2019","240048000932","Takoma Park Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","613"
"2019","240048000933","Takoma Park Middle School","MD","Montgomery County Public Schools","Middle","Regular school","No","1162"
"2019","240042000756","Talbott Springs Elementary","MD","Howard County Public Schools","Primary","Regular school","No","509"
"2019","240051001424","Tall Oaks High","MD","Prince Georges County Public Schools","High","Other/alternative school","No","95"
"2019","240021000548","Taneytown Elementary","MD","Carroll County Public Schools","Primary","Regular school","No","401"
"2019","240051001169","Tanglewood Regional Center","MD","Prince Georges County Public Schools","Missing/not reported","Special education school","No",""
"2019","240051001170","Tayac Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","347"
"2019","240051001171","Templeton Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","943"
"2019","240009000320","Tench Tilghman Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","398"
"2019","240009000161","The Belair-Edison School","MD","Baltimore City Public Schools","Primary","Regular school","Yes","831"
"2019","240009001291","The Crossroads School","MD","Baltimore City Public Schools","Middle","Regular school","Yes","162"
"2019","240009001571","The Green School of Baltimore","MD","Baltimore City Public Schools","Primary","Regular school","Yes","161"
"2019","240009000171","The Historic Cherry Hill Elementary/Middle","MD","Baltimore City Public Schools","Middle","Regular school","No","680"
"2019","240009000309","The Historic Samuel Coleridge-Taylor Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","247"
"2019","240009000286","The Mount Washington School","MD","Baltimore City Public Schools","Primary","Regular school","No","587"
"2019","240009001663","The Reach! Partnership School","MD","Baltimore City Public Schools","High","Regular school","No","587"
"2019","240002701669","The Seed School of Maryland","MD","SEED School of Maryland","High","Regular school","No","401"
"2019","240027001647","Theodore G. Davis Middle School","MD","Charles County Public Schools","Middle","Regular school","No","885"
"2019","240048001045","Thomas Edison High School of Technology","MD","Montgomery County Public Schools","Ungraded","Vocational school","No","0"
"2019","240051001174","Thomas G. Pullen School","MD","Prince Georges County Public Schools","Primary","Regular school","No","735"
"2019","240009000322","Thomas Jefferson Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","457"
"2019","240009000323","Thomas Johnson Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","548"
"2019","240051001175","Thomas Johnson Middle","MD","Prince Georges County Public Schools","Middle","Regular school","No","1269"
"2019","240051001176","Thomas S. Stone Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","557"
"2019","240048000934","Thomas S. Wootton High","MD","Montgomery County Public Schools","High","Regular school","No","2116"
"2019","240027000607","Thomas Stone High School","MD","Charles County Public Schools","High","Regular school","No","1128"
"2019","240042001720","Thomas Viaduct","MD","Howard County Public Schools","Middle","Regular school","No","734"
"2019","240048009000","Thomas W. Pyle Middle School","MD","Montgomery County Public Schools","Middle","Regular school","No","1534"
"2019","240024000581","Thomson Estates Elementary","MD","Cecil County Public Schools","Primary","Regular school","No","493"
"2019","240042000757","Thunder Hill Elementary","MD","Howard County Public Schools","Primary","Regular school","No","475"
"2019","240048000404","Thurgood Marshall Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","621"
"2019","240051001465","Thurgood Marshall Middle School","MD","Prince Georges County Public Schools","Middle","Regular school","No","625"
"2019","240033000650","Thurmont Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","312"
"2019","240033000651","Thurmont Middle","MD","Frederick County Public Schools","Middle","Regular school","No","545"
"2019","240033001166","Thurmont Primary","MD","Frederick County Public Schools","Primary","Regular school","No","336"
"2019","240048001450","Tilden Middle School","MD","Montgomery County Public Schools","Middle","Regular school","No","989"
"2019","240063001250","Tilghman Elementary","MD","Talbot County Public Schools","Primary","Regular school","No","101"
"2019","240012000484","Timber Grove Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","561"
"2019","240012001433","Timonium Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","484"
"2019","240060001239","Town Creek Elementary","MD","St. Marys County Public Schools","Primary","Regular school","No","216"
"2019","240012000487","Towson High Law & Public Policy","MD","Baltimore County Public Schools","High","Regular school","No","1619"
"2019","240006000135","Traceys Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","432"
"2019","240048000937","Travilah Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","341"
"2019","240042001026","Triadelphia Ridge Elementary","MD","Howard County Public Schools","Primary","Regular school","No","555"
"2019","240051001177","Tulip Grove Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","349"
"2019","240009001689","Tunbridge Public Charter School","MD","Baltimore City Public Schools","Primary","Regular school","Yes","471"
"2019","240033001355","Tuscarora Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","713"
"2019","240033001550","Tuscarora High","MD","Frederick County Public Schools","High","Regular school","No","1590"
"2019","240033000159","Twin Ridge Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","473"
"2019","240048000939","Twinbrook Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","558"
"2019","240006000136","Tyler Heights Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","488"
"2019","240051001178","University Park Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","522"
"2019","240033000652","Urbana Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","813"
"2019","240033000616","Urbana High","MD","Frederick County Public Schools","High","Regular school","No","1851"
"2019","240033001536","Urbana Middle","MD","Frederick County Public Schools","Middle","Regular school","No","1021"
"2019","240033000653","Valley Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","508"
"2019","240051001179","Valley View Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","416"
"2019","240006000137","Van Bokkelen Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","465"
"2019","240009001693","Vanguard Collegiate Middle","MD","Baltimore City Public Schools","Middle","Regular school","No","378"
"2019","240051001660","Vansville Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","775"
"2019","240042001646","Veterans Elementary","MD","Howard County Public Schools","Primary","Regular school","No","962"
"2019","240012000489","Victory Villa Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","691"
"2019","240030000624","Vienna Elementary School","MD","Dorchester County Public Schools","Primary","Regular school","No","183"
"2019","240048000940","Viers Mill Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","579"
"2019","240012000490","Villa Cresta Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","709"
"2019","240012001653","Vincent Farm Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","761"
"2019","240009000326","Violetville Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","386"
"2019","240009001385","Vivien T. Thomas Medical Arts Academy","MD","Baltimore City Public Schools","High","Vocational school","No","387"
"2019","240051001180","Waldon Woods Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","577"
"2019","240051001477","Walker Mill Middle","MD","Prince Georges County Public Schools","Middle","Regular school","No","705"
"2019","240033000654","Walkersville Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","678"
"2019","240033000655","Walkersville High","MD","Frederick County Public Schools","High","Regular school","No","1185"
"2019","240033000656","Walkersville Middle","MD","Frederick County Public Schools","Middle","Regular school","No","876"
"2019","240048000941","Walt Whitman High","MD","Montgomery County Public Schools","High","Regular school","No","2039"
"2019","240027000609","Walter J. Mitchell Elementary School","MD","Charles County Public Schools","Primary","Regular school","No","626"
"2019","240048000942","Walter Johnson High","MD","Montgomery County Public Schools","High","Regular school","No","2747"
"2019","240009000328","Walter P. Carter Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","395"
"2019","240006000112","Walter S. Mills - Parole Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","615"
"2019","240012000491","Warren Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","405"
"2019","240030000625","Warwick Elementary School","MD","Dorchester County Public Schools","Primary","Regular school","No","361"
"2019","240057001213","Washington Academy and High School","MD","Somerset County Public Schools","High","Regular school","No","574"
"2019","240066001484","Washington County Job Development Center","MD","Washingtion County Public Schools","High","Special education school","No","33"
"2019","240066000308","Washington County Technical High","MD","Washingtion County Public Schools","High","Vocational school","No","613"
"2019","240048000943","Washington Grove Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","462"
"2019","240003000031","Washington Middle","MD","Allegany County Public Schools","Middle","Regular school","No","612"
"2019","240042000758","Waterloo Elementary","MD","Howard County Public Schools","Primary","Regular school","No","602"
"2019","240048001508","Waters Landing Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","659"
"2019","240012001753","Watershed Public Charter","MD","Baltimore County Public Schools","Primary","Regular school","Yes","170"
"2019","240048000944","Watkins Mill Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","731"
"2019","240048001525","Watkins Mill High","MD","Montgomery County Public Schools","High","Regular school","No","1590"
"2019","240006000138","Waugh Chapel Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","633"
"2019","240033000657","Waverley Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","548"
"2019","240042090449","Waverly Elementary","MD","Howard County Public Schools","Primary","Regular school","No","951"
"2019","240009000329","Waverly Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","635"
"2019","240048000945","Wayside Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","500"
"2019","240048000946","Weller Road Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","747"
"2019","240012000492","Wellwood International Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","489"
"2019","240006000139","West Annapolis Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","251"
"2019","240033000658","West Frederick Middle","MD","Frederick County Public Schools","Middle","Regular school","No","947"
"2019","240042000760","West Friendship Elementary","MD","Howard County Public Schools","Primary","Regular school","No","393"
"2019","240006000140","West Meade Early Education Center","MD","Anne Arundel County Public Schools","Primary","Regular school","No","256"
"2019","240069001317","West Salisbury","MD","Wicomico County Public Schools","Primary","Regular school","No","350"
"2019","240003000032","West Side Elementary","MD","Allegany County Public Schools","Primary","Regular school","No","367"
"2019","240012001696","West Towson Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","486"
"2019","240048000948","Westbrook Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","341"
"2019","240012000936","Westchester Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","719"
"2019","240066001293","Western Heights Middle","MD","Washingtion County Public Schools","Middle","Regular school","No","1001"
"2019","240009000330","Western High","MD","Baltimore City Public Schools","High","Regular school","No","1142"
"2019","240012000248","Western School of Technology & Env. Science","MD","Baltimore County Public Schools","High","Vocational school","No","892"
"2019","240003000033","Westernport Elementary","MD","Allegany County Public Schools","Primary","Regular school","No","260"
"2019","240027000144","Westlake High School","MD","Charles County Public Schools","High","Regular school","No","1140"
"2019","240048000949","Westland Middle","MD","Montgomery County Public Schools","Middle","Regular school","No","808"
"2019","240003000007","Westmar Middle","MD","Allegany County Public Schools","Middle","Regular school","No","268"
"2019","240021000550","Westminster East Middle","MD","Carroll County Public Schools","Middle","Regular school","No","748"
"2019","240021000551","Westminster Elementary","MD","Carroll County Public Schools","Primary","Regular school","No","538"
"2019","240021000552","Westminster High","MD","Carroll County Public Schools","High","Regular school","No","1522"
"2019","240021000553","Westminster West Middle","MD","Carroll County Public Schools","Middle","Regular school","No","935"
"2019","240048000950","Westover Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","316"
"2019","240012000495","Westowne Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","698"
"2019","240009000331","Westport Academy","MD","Baltimore City Public Schools","Primary","Regular school","No","281"
"2019","240069001149","Westside Intermediate","MD","Wicomico County Public Schools","Primary","Regular school","No","390"
"2019","240069001318","Westside Primary","MD","Wicomico County Public Schools","Primary","Regular school","No","229"
"2019","240048000951","Wheaton High","MD","Montgomery County Public Schools","High","Regular school","No","2179"
"2019","240048000952","Wheaton Woods Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","503"
"2019","240048000953","Whetstone Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","742"
"2019","240063001252","White Marsh Elementary","MD","Talbot County Public Schools","Primary","Regular school","No","367"
"2019","240060001240","White Marsh Elementary","MD","St. Marys County Public Schools","Primary","Regular school","No","242"
"2019","240048000954","White Oak Middle","MD","Montgomery County Public Schools","Middle","Regular school","No","845"
"2019","240012001435","White Oak School","MD","Baltimore County Public Schools","Primary","Special education school","No","93"
"2019","240051001461","Whitehall Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","653"
"2019","240033001015","Whittier Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","718"
"2019","240069001088","Wicomico County Evening High","MD","Wicomico County Public Schools","High","Other/alternative school","No","107"
"2019","240069001320","Wicomico High","MD","Wicomico County Public Schools","High","Regular school","No","1079"
"2019","240069001319","Wicomico Middle","MD","Wicomico County Public Schools","Middle","Regular school","No","875"
"2019","240042000762","Wilde Lake High","MD","Howard County Public Schools","High","Regular school","No","1351"
"2019","240042000763","Wilde Lake Middle","MD","Howard County Public Schools","Middle","Regular school","No","687"
"2019","240009000273","Wildwood Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","800"
"2019","240006000041","Wiley H. Bates Middle","MD","Anne Arundel County Public Schools","Middle","Regular school","No","659"
"2019","240069001322","Willards Elementary","MD","Wicomico County Public Schools","Primary","Regular school","No","323"
"2019","240027001565","William A. Diggs Elementary School","MD","Charles County Public Schools","Primary","Regular school","No","775"
"2019","240048001673","William B. Gibbs Jr. Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","621"
"2019","240027001519","William B. Wade Elementary School","MD","Charles County Public Schools","Primary","Regular school","No","686"
"2019","240051001184","William Beanes Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","481"
"2019","240048000957","William H. Farquhar Middle","MD","Montgomery County Public Schools","Middle","Regular school","No","694"
"2019","240051000729","William Paca Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","619"
"2019","240009000334","William Paca Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","509"
"2019","240039000716","William Paca/Old Post Road Elementary","MD","Harford County Public Schools","Primary","Regular school","No","865"
"2019","240009000336","William S. Baer School","MD","Baltimore City Public Schools","Other","Special education school","No","167"
"2019","240039000715","William S. James Elementary","MD","Harford County Public Schools","Primary","Regular school","No","472"
"2019","240051002950","William Schmidt Environmental Center","MD","Prince Georges County Public Schools","Ungraded","Other/alternative school","No","0"
"2019","240048000955","William Tyler Page Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","615"
"2019","240051001462","William W. Hall Academy","MD","Prince Georges County Public Schools","Primary","Regular school","No","566"
"2019","240021000554","William Winchester Elementary","MD","Carroll County Public Schools","Primary","Regular school","No","523"
"2019","240051001186","William Wirt Middle","MD","Prince Georges County Public Schools","Middle","Regular school","No","1224"
"2019","240066001294","Williamsport Elementary","MD","Washingtion County Public Schools","Primary","Regular school","No","572"
"2019","240066001295","Williamsport High","MD","Washingtion County Public Schools","High","Regular school","No","903"
"2019","240048001721","Wilson Wims Elementary School","MD","Montgomery County Public Schools","Primary","Regular school","No","767"
"2019","240012000497","Winand Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","465"
"2019","240006001516","Windsor Farm Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","564"
"2019","240009000337","Windsor Hills Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","259"
"2019","240033000392","Windsor Knolls Middle","MD","Frederick County Public Schools","Middle","Regular school","No","764"
"2019","240012001574","Windsor Mill Middle","MD","Baltimore County Public Schools","Middle","Regular school","No","674"
"2019","240015000790","Windy Hill Elementary","MD","Calvert County Public Schools","Primary","Regular school","No","668"
"2019","240015000967","Windy Hill Middle","MD","Calvert County Public Schools","Middle","Regular school","No","789"
"2019","240021000555","Winfield Elementary","MD","Carroll County Public Schools","Primary","Regular school","No","608"
"2019","240012000498","Winfield Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","493"
"2019","240048000956","Winston Churchill High","MD","Montgomery County Public Schools","High","Regular school","No","2274"
"2019","240021001185","Winters Mill High","MD","Carroll County Public Schools","High","Regular school","No","1079"
"2019","240009000215","Wolfe Street Academy","MD","Baltimore City Public Schools","Primary","Regular school","Yes","260"
"2019","240033000659","Wolfsville Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","149"
"2019","240048000958","Wood Acres Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","649"
"2019","240012000499","Woodbridge Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","448"
"2019","240048000959","Woodfield Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","355"
"2019","240012001405","Woodholme Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","714"
"2019","240009000339","Woodhome Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","415"
"2019","240012000502","Woodlawn High Center for Pre-Eng. Res.","MD","Baltimore County Public Schools","High","Regular school","No","1656"
"2019","240012000501","Woodlawn Middle","MD","Baltimore County Public Schools","Middle","Regular school","No","622"
"2019","240048000961","Woodlin Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","553"
"2019","240012000503","Woodmoor Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","614"
"2019","240051001188","Woodmore Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","473"
"2019","240051001386","Woodridge Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","324"
"2019","240006000142","Woodside Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","368"
"2019","240072001091","Worcester Technical High School","MD","Worcester County Public Schools","Ungraded","Vocational school","No","0"
"2019","240042000764","Worthington Elementary","MD","Howard County Public Schools","Primary","Regular school","No","508"
"2019","240048000963","Wyngate Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","741"
"2019","240033000661","Yellow Springs Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","470"
"2019","240051000200","Yorktown Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","403"
"2019","240009000340","Yorkwood Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","412"
"2019","240036000852","Yough Glades Elementary","MD","Garrett County Public Schools","Primary","Regular school","No","308"
"2019","240039000717","Youths Benefit Elementary","MD","Harford County Public Schools","Primary","Regular school","No","1057"
"2019","450144000199","A. C. Corcoran Elementary","SC","Charleston 01","Primary","Regular school","No","781"
"2019","450336000952","A. C. Flora High","SC","Richland 01","High","Regular school","No","1386"
"2019","450336000926","A. C. Moore Elementary","SC","Richland 01","Primary","Regular school","No","258"
"2019","450336000919","A. J. Lewis Greenview Elementary","SC","Richland 01","Primary","Regular school","No","353"
"2019","450072001702","A. L. Corbett Middle","SC","Aiken 01","Middle","Regular school","No","184"
"2019","450258001260","A. R. Rucker Middle","SC","Lancaster 01","Middle","Regular school","No","559"
"2019","450231001551","A.J. Whittenburg Elementary","SC","Greenville 01","Primary","Regular school","No","514"
"2019","450069001188","Abbeville County Career Center","SC","Abbeville 60","High","Vocational school","No","0"
"2019","450069000011","Abbeville High","SC","Abbeville 60","High","Regular school","No","451"
"2019","450360001503","Abner Creek Academy","SC","Spartanburg 05","Primary","Regular school","No","606"
"2019","450144000168","Academic Magnet High","SC","Charleston 01","High","Regular school","No","687"
"2019","450249000647","Academy For Arts/Science/Technology","SC","Horry 01","High","Vocational school","No","0"
"2019","450390800767","Academy for Careers and Technology","SC","Marion 10","High","Vocational school","No","0"
"2019","450153001020","Academy for Teaching and Learning","SC","Chester 01","Primary","Regular school","Yes","357"
"2019","450249001037","Academy for Technology and Academics","SC","Horry 01","High","Vocational school","No","0"
"2019","450249001585","Academy of Hope Charter","SC","Horry 01","Primary","Regular school","Yes","138"
"2019","450072000058","Aiken County Career Center","SC","Aiken 01","High","Vocational school","No","0"
"2019","450072001189","Aiken Elementary","SC","Aiken 01","Primary","Regular school","No","683"
"2019","450072000046","Aiken High","SC","Aiken 01","High","Regular school","No","1298"
"2019","450072001727","Aiken Intermediate","SC","Aiken 01","Middle","Regular school","No","544"
"2019","450072000073","Aiken Middle","SC","Aiken 01","Missing/not reported","Regular school","No",""
"2019","450072000940","Aiken Performing Arts Academy Charter","SC","Aiken 01","Missing/not reported","Regular school","Yes",""
"2019","450072001708","Aiken Scholars Academy","SC","Aiken 01","High","Regular school","No","93"
"2019","450273000741","Airport High","SC","Lexington 02","High","Regular school","No","1372"
"2019","450336001295","Alcorn Middle","SC","Richland 01","Middle","Regular school","No","431"
"2019","450231000488","Alexander Elementary","SC","Greenville 01","Primary","Regular school","No","434"
"2019","450213001625","Alfred Rush Academy","SC","Florence 01","Missing/not reported","Regular school","No",""
"2019","450390201057","Alice Drive Elementary","SC","Sumter 01","Primary","Regular school","No","784"
"2019","450390201063","Alice Drive Middle","SC","Sumter 01","Middle","Regular school","No","1006"
"2019","450144001655","Allegro Charter School of Music","SC","Charleston 01","High","Regular school","Yes","208"
"2019","450075001184","Allendale Elementary","SC","Allendale 01","Primary","Regular school","No","245"
"2019","450075000064","Allendale Fairfax High","SC","Allendale 01","High","Regular school","No","283"
"2019","450000101730","Allendale High","SC","Dept Of Correction N04","High","Other/alternative school","No","16"
"2019","450075001415","Allendale-Fairfax Middle","SC","Allendale 01","Middle","Regular school","No","268"
"2019","450150000269","Alma Elementary","SC","Cherokee 01","Primary","Regular school","No","205"
"2019","450201000403","Alston Middle","SC","Dorchester 02","Middle","Regular school","No","823"
"2019","450201001674","Alston-Bailey Elementary","SC","Dorchester 02","Primary","Regular school","No","750"
"2019","450333000881","Ambler Elementary","SC","Pickens 01","Primary","Regular school","No","372"
"2019","450090001594","Anderson  Five Career Campus","SC","Anderson 05","Missing/not reported","Vocational school","No",""
"2019","450090001602","Anderson  Five Charter School","SC","Anderson 05","High","Regular school","Yes","57"
"2019","450391101720","Anderson Institute of Technology","SC","Anderson 81","High","Vocational school","No","0"
"2019","450363000349","Anderson Mill Elementary","SC","Spartanburg 06","Primary","Regular school","No","588"
"2019","450258000688","Andrew Jackson High","SC","Lancaster 01","High","Regular school","No","631"
"2019","450258000685","Andrew Jackson Middle","SC","Lancaster 01","Middle","Regular school","No","498"
"2019","450228000469","Andrews Elementary","SC","Georgetown 01","Primary","Regular school","No","801"
"2019","450228000482","Andrews High","SC","Georgetown 01","High","Regular school","No","559"
"2019","450144000231","Angel Oak Elementary","SC","Charleston 01","Primary","Regular school","No","604"
"2019","450336000913","Annie Burnside Elementary","SC","Richland 01","Primary","Regular school","No","309"
"2019","450387001151","Applied Technology Center","SC","York 03","High","Vocational school","No","0"
"2019","450363001024","Arcadia Elementary","SC","Spartanburg 06","Primary","Regular school","No","728"
"2019","450336000907","Arden Elementary","SC","Richland 01","Primary","Regular school","No","286"
"2019","450231000490","Armstrong Elementary","SC","Greenville 01","Primary","Regular school","No","431"
"2019","450201001508","Ashley Ridge High","SC","Dorchester 02","High","Regular school","No","2265"
"2019","450144001363","Ashley River Creative Arts Elementary","SC","Charleston 01","Primary","Regular school","No","610"
"2019","450231000492","Augusta Circle Elementary","SC","Greenville 01","Primary","Regular school","No","583"
"2019","450249000614","Aynor Elementary","SC","Horry 01","Primary","Regular school","No","816"
"2019","450249000645","Aynor High","SC","Horry 01","High","Regular school","No","853"
"2019","450249000872","Aynor Middle","SC","Horry 01","Middle","Regular school","No","720"
"2019","450150000278","B. D. Lee Elementary","SC","Cherokee 01","Primary","Regular school","No","413"
"2019","450282000776","Ballentine Elementary","SC","Lexington 05","Primary","Regular school","No","676"
"2019","450093000119","Bamberg-Ehrhardt High","SC","Bamberg 01","High","Regular school","No","381"
"2019","450093000120","Bamberg-Ehrhardt Middle","SC","Bamberg 01","Middle","Regular school","No","188"
"2019","450390001564","Banks Trail Middle","SC","York 04","Middle","Regular school","No","855"
"2019","450144000250","Baptist Hill High","SC","Charleston 01","High","Regular school","No","552"
"2019","450098000127","Barnwell County Career Center","SC","Barnwell 80","High","Vocational school","No","0"
"2019","450108001163","Barnwell Elementary","SC","Barnwell 45","Middle","Regular school","No","462"
"2019","450108000132","Barnwell High","SC","Barnwell 45","High","Regular school","No","598"
"2019","450108000130","Barnwell Primary","SC","Barnwell 45","Primary","Regular school","No","747"
"2019","450255000654","Baron Dekalb Elementary","SC","Kershaw 01","Primary","Regular school","No","200"
"2019","450390201064","Bates Middle","SC","Sumter 01","Middle","Regular school","No","676"
"2019","450276000744","Batesburg-Leesville Elementary","SC","Lexington 03","Primary","Regular school","No","475"
"2019","450276000748","Batesburg-Leesville High","SC","Lexington 03","High","Regular school","No","547"
"2019","450276001274","Batesburg-Leesville Middle","SC","Lexington 03","Middle","Regular school","No","464"
"2019","450276000745","Batesburg-Leesville Primary","SC","Lexington 03","Primary","Regular school","No","603"
"2019","450111000149","Battery Creek High","SC","Beaufort 01","High","Regular school","No","750"
"2019","450111000135","Beaufort Elementary","SC","Beaufort 01","Primary","Regular school","No","469"
"2019","450111000147","Beaufort High","SC","Beaufort 01","High","Regular school","No","1272"
"2019","450111000547","Beaufort Middle","SC","Beaufort 01","Middle","Regular school","No","503"
"2019","450110000152","Beaufort-Jasper Academy for Career Excellence","SC","Beaufort 80","High","Vocational school","No","0"
"2019","450231001240","Beck International Academy","SC","Greenville 01","Middle","Regular school","No","962"
"2019","450201000008","Beech Hill Elementary","SC","Dorchester 02","Primary","Regular school","No","941"
"2019","450360000209","Beech Springs Intermediate","SC","Spartanburg 05","Middle","Regular school","No","739"
"2019","450270001723","Beechwood Middle","SC","Lexington 01","Middle","Regular school","No","901"
"2019","450144001438","Belle Hall Elementary","SC","Charleston 01","Primary","Regular school","No","700"
"2019","450387001131","Belleview Elementary","SC","York 03","Primary","Regular school","No","452"
"2019","450231000740","Bells Crossing Elementary","SC","Greenville 01","Primary","Regular school","No","1039"
"2019","450183000332","Bells Elementary","SC","Colleton 01","Primary","Regular school","No","351"
"2019","450081000078","Belton Elementary","SC","Anderson 02","Primary","Regular school","No","422"
"2019","450081000084","Belton Honea Path High","SC","Anderson 02","High","Regular school","No","1091"
"2019","450081001204","Belton Middle","SC","Anderson 02","Middle","Regular school","No","550"
"2019","450390901700","Belton Preparatory Academy","SC","Charter Institute at Erskine","Primary","Regular school","Yes","95"
"2019","450072000016","Belvedere Elementary","SC","Aiken 01","Primary","Regular school","No","631"
"2019","450243001428","Ben Hazel Primary","SC","Hampton 01","Primary","Regular school","No","259"
"2019","450297001605","Bennettsville Intermediate","SC","Marlboro 01","Primary","Regular school","No","279"
"2019","450297000783","Bennettsville Primary","SC","Marlboro 01","Primary","Regular school","No","581"
"2019","450231000494","Berea Elementary","SC","Greenville 01","Primary","Regular school","No","487"
"2019","450231000560","Berea High","SC","Greenville 01","High","Regular school","No","1137"
"2019","450231001241","Berea Middle","SC","Greenville 01","Middle","Regular school","No","864"
"2019","450117001556","Berkeley County Middle College High","SC","Berkeley 01","High","Regular school","No","105"
"2019","450117000154","Berkeley Elementary","SC","Berkeley 01","Primary","Regular school","No","639"
"2019","450117000174","Berkeley High","SC","Berkeley 01","High","Regular school","No","1723"
"2019","450117000082","Berkeley Intermediate","SC","Berkeley 01","Primary","Regular school","No","681"
"2019","450117001207","Berkeley Middle","SC","Berkeley 01","Middle","Regular school","No","1384"
